,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
3080,3080,3080,duck fat rendered serving size small,889.0,98.779,14.718,43.759,33.684,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.879,0.008,0.233,0.0,0.016,0.001,0.011,0.0,0.003,0.004,0.001,0.0
3081,3081,3081,maize germ oil salted,900.0,100.0,23.8,53.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,4.333,0.175,0.239,0.0,0.001,0.004,0.008,0.008,0.012,0.001,0.036,0.0
3082,3082,3082,rapeseed oil cold pressed smoked,832.6,92.509,29.14,20.537,45.144,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.822,0.023,0.041,0.001,0.0,0.021,0.007,0.0,0.0,0.019,0.001,0.0
3083,3083,3083,high oleic sunflower oil shredded,745.2,82.805,24.179,27.077,34.364,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.439,0.081,0.221,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.004,0.0
3084,3084,3084,avocado oil refined quick cook,710.2,78.912,7.812,41.744,28.25,0.0,0.0,0.0,0.0,0.0,0.0,0.146,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,5.403,0.024,0.225,0.0,0.004,0.001,0.0,0.032,0.0,0.002,0.001,0.0
3085,3085,3085,walnut oil roasted artisan,844.5,93.832,21.957,49.168,14.638,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.295,0.087,0.078,0.0,0.014,0.001,0.004,0.0,0.001,0.017,0.005,0.0
3086,3086,3086,sesame oil cold pressed whole,676.8,75.201,3.008,40.383,36.999,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.362,0.059,0.134,0.001,0.02,0.005,0.001,0.018,0.0,0.0,0.0,0.0
3087,3087,3087,whipped butter homestyle,726.9,80.768,3.392,23.665,24.15,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,17.798,0.099,0.171,0.0,0.008,0.001,0.007,0.037,0.005,0.0,0.007,0.0
3088,3088,3088,palm kernel oil premium,782.1,86.903,6.257,31.459,27.548,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.806,0.036,0.049,0.0,0.0,0.0,0.0,0.001,0.007,0.0,0.001,0.0
3089,3089,3089,lard leaf cooked,677.2,75.25,15.501,31.906,43.043,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,5.211,0.047,0.028,0.0,0.003,0.001,0.0,0.0,0.005,0.002,0.0,0.0
3090,3090,3090,sea buckthorn berry oil fresh,831.4,92.381,15.52,56.814,18.476,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.258,0.096,0.028,0.0,0.0,0.0,0.0,0.001,0.005,0.001,0.011,0.0
3091,3091,3091,olive oil pure fresh,562.1,62.45,2.998,21.733,20.609,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,18.344,0.01,0.819,0.0,0.0,0.0,0.001,0.005,0.002,0.001,0.0,0.0
3092,3092,3092,vegan butter standard,900.0,100.0,21.8,87.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,38.14,0.023,0.364,0.01,0.004,0.0,0.0,0.073,0.003,0.003,0.002,0.0
3093,3093,3093,corn oil cold pressed grilled,771.3,85.705,8.228,37.453,13.884,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,23.434,0.036,0.21,0.026,0.0,0.003,0.04,0.01,0.021,0.001,0.003,0.0
3094,3094,3094,avocado oil cold pressed instant,841.8,93.533,13.936,60.422,24.412,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,13.692,0.113,0.275,0.009,0.0,0.021,0.0,0.003,0.002,0.001,0.015,0.0
3095,3095,3095,sunflower oil refined plain,783.8,87.087,18.462,39.45,45.372,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.989,0.006,0.023,0.001,0.001,0.017,0.145,0.002,0.004,0.0,0.001,0.0
3096,3096,3096,vegan butter homestyle,710.5,78.949,3.158,30.237,34.738,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,8.86,0.082,0.025,0.0,0.006,0.006,0.002,0.018,0.001,0.0,0.0,0.0
3097,3097,3097,fish oil omega 3 enriched,900.0,100.0,4.0,49.4,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92,0.051,0.136,0.0,0.002,0.0,0.0,0.009,0.0,0.004,0.002,0.0
3098,3098,3098,soybean oil unrefined extra,797.1,88.571,6.289,36.58,25.154,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.121,0.019,0.017,0.0,0.003,0.0,0.0,0.001,0.007,0.003,0.001,0.0
3099,3099,3099,hemp seed oil cold pressed ready to eat,900.0,100.0,8.7,48.4,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,7.97,0.095,0.027,0.007,0.007,0.025,0.0,0.0,0.014,0.003,0.002,0.0
3100,3100,3100,sea buckthorn oil premium,900.0,100.0,5.6,74.2,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,3.87,0.02,0.022,0.003,0.0,0.014,0.001,0.135,0.002,0.001,0.001,0.0
3101,3101,3101,grapeseed oil marinated,675.4,75.048,3.002,38.274,20.563,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,0.147,0.56,0.001,0.002,0.003,0.003,0.0,0.001,0.0,0.0,0.0
3102,3102,3102,almond oil variety 5,802.3,89.143,14.441,35.657,27.278,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,6.6,0.028,0.053,0.0,0.002,0.0,0.0,0.0,0.0,0.005,0.001,0.0
3103,3103,3103,soy lecithin oil roasted,900.0,100.0,21.1,31.3,67.7,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,16.243,0.007,0.067,0.0,0.0,0.003,0.001,0.006,0.004,0.004,0.011,0.0
3104,3104,3104,coconut oil fractionated sliced,756.9,84.095,10.428,56.764,47.093,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,40.07,0.019,0.014,0.0,0.004,0.001,0.0,0.003,0.01,0.004,0.001,0.0
3105,3105,3105,ghee cultured pureed,748.0,83.116,7.314,32.249,28.758,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,15.747,0.34,0.247,0.007,0.001,0.004,0.0,0.001,0.003,0.003,0.0,0.0
3106,3106,3106,rice bran oil cold pressed sliced,833.1,92.57,25.92,50.913,32.585,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,10.843,0.01,0.125,0.007,0.0,0.012,0.005,0.002,0.0,0.0,0.0,0.0
3107,3107,3107,high oleic sunflower oil with salt,782.0,86.891,12.599,48.659,32.671,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,5.896,0.034,0.199,0.0,0.001,0.01,0.001,0.0,0.001,0.0,0.001,0.0
3108,3108,3108,algae oil dha marinated,740.3,82.259,14.56,32.821,38.662,0.0,0.0,0.0,0.0,0.0,0.0,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,4.417,0.145,0.252,0.001,0.0,0.0,0.0,0.003,0.0,0.004,0.007,0.0
3109,3109,3109,algae oil dha low sodium,900.0,100.0,4.0,56.6,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.519,0.065,0.112,0.004,0.001,0.014,0.002,0.001,0.0,0.0,0.0,0.0
3110,3110,3110,walnut oil cold pressed cooked,735.0,81.663,5.798,46.956,32.502,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,3.791,0.006,0.21,0.011,0.01,0.0,0.0,0.0,0.003,0.0,0.001,0.0
3111,3111,3111,hazelnut oil roasted with olive oil,715.6,79.51,17.095,46.195,30.214,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,2.666,0.017,0.043,0.0,0.0,0.001,0.001,0.003,0.0,0.002,0.003,0.0
3112,3112,3112,algae oil dha quick cook,835.3,92.813,19.027,43.158,12.066,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,8.368,0.007,0.011,0.001,0.003,0.011,0.001,0.006,0.002,0.002,0.0,0.0
3113,3113,3113,butter clarified ghee variety 3,870.1,96.678,20.592,26.006,26.006,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,12.593,0.006,0.28,0.001,0.002,0.0,0.004,0.0,0.001,0.002,0.003,0.0
3114,3114,3114,black seed oil dried,742.2,82.471,3.299,58.802,31.916,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,28.015,0.032,0.074,0.0,0.0,0.0,0.003,0.165,0.0,0.001,0.009,0.0
3115,3115,3115,ghee organic boiled,752.0,83.559,3.342,25.318,21.725,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,16.076,0.057,0.312,0.005,0.122,0.003,0.0,0.004,0.001,0.016,0.001,0.0
3116,3116,3116,cod liver oil low sodium,900.0,100.0,22.7,57.0,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,5.325,0.037,0.172,0.016,0.037,0.001,0.001,0.0,0.007,0.02,0.0,0.0
3117,3117,3117,grapeseed oil light,829.7,92.184,4.794,40.284,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,14.866,0.036,0.113,0.001,0.0,0.001,0.007,0.0,0.005,0.025,0.0,0.0
3118,3118,3118,coconut oil virgin dried,754.0,83.781,15.751,46.582,26.307,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,28.094,0.002,0.07,0.016,0.0,0.011,0.003,0.001,0.0,0.001,0.0,0.0
3119,3119,3119,pistachio oil roasted,857.4,95.27,4.001,62.307,63.45,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.052,0.128,0.12,0.001,0.002,0.001,0.003,0.0,0.008,0.005,0.013,0.0
3120,3120,3120,butter light with herbs,803.7,89.303,15.003,41.972,29.381,0.0,0.0,0.0,0.0,0.0,0.0,0.144,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,12.092,0.32,0.064,0.012,0.0,0.002,0.002,0.0,0.001,0.001,0.002,0.0
3121,3121,3121,avocado oil refined spiced,769.9,85.545,21.9,25.236,18.734,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.803,0.008,0.342,0.001,0.0,0.0,0.003,0.0,0.0,0.011,0.002,0.0
3122,3122,3122,coconut cream oil light,859.9,95.548,8.408,26.276,32.486,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.578,0.083,0.025,0.001,0.0,0.002,0.0,0.0,0.092,0.004,0.003,0.0
3123,3123,3123,sesame oil toasted standard,898.4,99.817,3.993,31.043,24.256,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,11.033,0.169,0.484,0.001,0.068,0.004,0.001,0.001,0.001,0.012,0.001,0.0
3124,3124,3124,argan oil culinary plain,900.0,100.0,18.7,59.5,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.81,0.108,0.025,0.0,0.0,0.001,0.0,0.008,0.001,0.001,0.001,0.0
3125,3125,3125,duck fat rendered canned,765.7,85.082,6.551,27.141,22.206,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,24.366,0.019,0.103,0.0,0.001,0.001,0.003,0.011,0.001,0.0,0.013,0.0
3126,3126,3126,avocado oil spray variety 2,900.0,100.0,12.5,30.0,66.6,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,10.785,0.014,0.141,0.0,0.012,0.005,0.0,0.001,0.001,0.006,0.0,0.0
3127,3127,3127,grass fed ghee ancient grain,742.4,82.487,25.406,34.397,10.146,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,6.783,0.005,0.483,0.001,0.0,0.0,0.009,0.0,0.002,0.002,0.001,0.0
3128,3128,3128,soybean oil unrefined ready to eat,701.9,77.992,27.297,34.16,31.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.923,0.006,0.394,0.011,0.0,0.0,0.001,0.005,0.013,0.0,0.001,0.0
3129,3129,3129,mct oil blend dried,891.6,99.062,15.057,26.846,37.842,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,16.356,0.007,0.08,0.0,0.003,0.0,0.0,0.003,0.06,0.001,0.0,0.0
3130,3130,3130,high oleic sunflower oil variety 3,669.8,74.426,19.797,37.585,27.017,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.341,0.058,0.026,0.073,0.003,0.0,0.011,0.0,0.006,0.0,0.002,0.0
3131,3131,3131,cod liver oil variety 5,816.7,90.748,4.537,37.116,25.228,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,23.963,0.024,0.051,0.0,0.006,0.0,0.0,0.002,0.0,0.0,0.005,0.0
3132,3132,3132,walnut oil roasted with olive oil,754.9,83.878,20.97,50.998,47.978,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,8.324,0.012,0.038,0.005,0.003,0.001,0.006,0.001,0.003,0.001,0.0,0.0
3133,3133,3133,flaxseed oil refined natural,722.3,80.251,5.939,13.723,22.47,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.462,0.157,0.309,0.001,0.003,0.032,0.069,0.001,0.0,0.001,0.084,0.0
3134,3134,3134,mct oil pure unsalted,762.8,84.752,22.205,34.409,45.342,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,19.95,0.087,0.046,0.003,0.006,0.001,0.0,0.0,0.003,0.0,0.0,0.0
3135,3135,3135,sea buckthorn berry oil steamed,780.0,86.668,5.893,18.72,34.927,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,5.958,0.03,0.178,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.0,0.0
3136,3136,3136,mct oil blend enriched,900.0,100.0,43.7,48.2,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.239,0.022,0.099,0.007,0.0,0.002,0.001,0.001,0.0,0.0,0.055,0.0
3137,3137,3137,walnut oil cold pressed deluxe,900.0,100.0,23.5,55.0,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,27.219,0.13,0.206,0.001,0.0,0.007,0.0,0.001,0.0,0.0,0.006,0.0
3138,3138,3138,safflower oil high linoleic multigrain,900.0,100.0,36.3,16.1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,7.779,0.13,0.071,0.001,0.046,0.001,0.001,0.001,0.0,0.001,0.006,0.0
3139,3139,3139,hemp oil organic reduced fat,900.0,100.0,33.8,47.8,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.123,0.027,0.168,0.201,0.005,0.002,0.013,0.0,0.0,0.0,0.0,0.0
3140,3140,3140,butter salted herbed,838.9,93.216,32.066,42.879,48.472,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.912,0.018,0.195,0.0,0.001,0.0,0.001,0.0,0.004,0.0,0.0,0.0
3141,3141,3141,sunflower oil refined with herbs,900.0,100.0,6.5,38.9,37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,13.26,0.013,0.092,0.004,0.001,0.002,0.002,0.001,0.0,0.007,0.0,0.0
3142,3142,3142,canola oil organic with herbs,679.5,75.496,13.438,25.593,36.54,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,4.779,0.264,0.362,0.0,0.011,0.0,0.001,0.004,0.0,0.021,0.005,0.0
3143,3143,3143,schmaltz chicken with salt,796.4,88.49,10.796,70.173,43.183,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,5.733,0.116,0.076,0.005,0.0,0.002,0.001,0.001,0.0,0.02,0.0,0.0
3144,3144,3144,sunflower oil cold pressed homestyle,844.4,93.826,22.894,42.128,60.236,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.537,0.02,0.01,0.0,0.0,0.001,0.0,0.017,0.0,0.0,0.001,0.0
3145,3145,3145,linseed oil dried,718.5,79.838,26.267,48.861,23.632,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,27.037,0.003,0.095,0.001,0.001,0.012,0.003,1.661,0.001,0.011,0.001,0.0
3146,3146,3146,soybean oil refined homestyle,745.0,82.779,27.731,46.108,32.035,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.506,0.042,0.103,0.0,0.0,0.003,0.01,0.013,0.001,0.003,0.001,0.0
3147,3147,3147,corn oil cold pressed whole grain,688.0,76.44,25.225,43.418,23.238,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,3.081,0.129,0.362,0.0,0.001,0.002,0.004,0.001,0.003,0.0,0.008,0.0
3148,3148,3148,rapeseed oil cold pressed light,798.3,88.696,10.732,40.002,17.562,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,10.103,0.017,0.088,0.008,0.0,0.002,0.001,0.004,0.001,0.005,0.001,0.0
3149,3149,3149,avocado oil refined variety 5,729.7,81.074,17.755,45.158,23.106,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,5.313,0.075,0.06,0.0,0.006,0.002,0.007,0.012,0.002,0.026,0.004,0.0
3150,3150,3150,brain octane oil premium,748.9,83.216,18.89,28.959,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.311,0.005,0.043,0.007,0.005,0.016,0.0,0.0,0.001,0.004,0.002,0.0
3151,3151,3151,macadamia oil organic,780.5,86.717,13.615,60.528,8.238,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.741,0.007,0.025,0.0,0.006,0.0,0.002,0.003,0.035,0.0,0.002,0.0
3152,3152,3152,sesame oil toasted frozen,900.0,100.0,7.6,51.4,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.526,0.065,0.065,0.0,1.096,0.001,0.009,0.001,0.002,0.0,0.001,0.0
3153,3153,3153,mct oil blend pureed,900.0,100.0,4.0,46.8,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.985,0.008,0.053,0.001,0.004,0.013,0.0,0.002,0.0,0.001,0.005,0.0
3154,3154,3154,muscat grape oil processed,837.1,93.009,12.742,47.528,37.297,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,27.631,0.027,0.047,0.0,0.002,0.003,0.001,0.002,0.001,0.0,0.003,0.0
3155,3155,3155,fish oil omega 3 light,746.7,82.962,14.684,30.696,35.591,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,4.862,0.017,0.095,0.001,0.003,0.0,0.0,0.0,0.014,0.019,0.003,0.0
3156,3156,3156,olive oil extra virgin unsalted,900.0,100.0,24.7,30.2,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,11.696,0.004,0.076,0.002,0.001,0.0,0.002,0.004,0.0,0.001,0.011,0.0
3157,3157,3157,mct oil blend ancient grain,789.2,87.688,35.075,20.256,27.008,0.0,0.0,0.0,0.0,0.0,0.0,0.162,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,29.607,0.054,0.268,0.012,0.003,0.0,0.006,0.001,0.084,0.0,0.007,0.0
3158,3158,3158,cooking spray canola serving size small,900.0,100.0,23.1,30.8,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,6.834,0.061,0.511,0.099,0.0,0.0,0.004,0.0,0.0,0.001,0.002,0.0
3159,3159,3159,sea buckthorn berry oil variety 1,900.0,100.0,27.4,49.0,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.594,0.006,0.083,0.0,0.0,0.0,0.001,0.006,0.006,0.0,0.001,0.0
3160,3160,3160,sea buckthorn berry oil sweetened,857.6,95.284,24.583,49.262,43.068,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,6.494,0.105,0.264,0.003,0.001,0.005,0.003,0.0,0.001,0.0,0.001,0.0
3161,3161,3161,macadamia oil with salt,900.0,100.0,12.3,28.1,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,20.63,0.07,0.075,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0
3162,3162,3162,rice oil fresh,640.1,71.12,2.845,31.222,26.314,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.966,0.011,0.054,0.001,0.0,0.002,0.0,0.0,0.0,0.004,0.007,0.0
3163,3163,3163,palm oil refined ancient grain,687.6,76.403,9.092,36.291,35.909,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.645,0.016,0.669,0.0,0.003,0.001,0.0,0.019,0.01,0.001,0.004,0.0
3164,3164,3164,margarine regular artisan,609.6,67.734,9.144,24.791,32.716,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,26.625,0.009,0.148,0.001,0.0,0.0,0.001,0.0,0.005,0.002,0.0,0.0
3165,3165,3165,olive oil extra virgin pureed,654.0,72.671,23.981,14.825,11.046,0.0,0.0,0.0,0.0,0.0,0.0,0.163,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.561,0.035,0.053,0.011,0.0,0.001,0.001,0.0,0.005,0.001,0.004,0.0
3166,3166,3166,safflower oil high linoleic smoked,853.8,94.862,21.344,55.589,31.02,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,5.211,0.097,0.165,0.0,0.002,0.006,0.003,0.001,0.009,0.002,0.005,0.0
