,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
2756,2756,2756,maraschino cherry regular,30.8,0.141,0.015,0.013,0.015,6.307,3.393,1.071,2.016,0.0,0.006,89.732,0.169,0.106,0.017,0.0,0.028,0.413,0.164,0.046,23.938,0.0,1.924,0.016,75.396,0.073,0.036,12.4,0.038,52.474,250.892,0.001,0.055,2450.574
2757,2757,2757,applesauce unsweetened smoked,86.9,0.179,0.031,0.008,0.029,21.04,12.666,0.276,1.243,0.0,0.003,82.286,0.133,0.021,0.02,0.0,0.043,0.286,0.495,0.099,6.378,0.0,0.242,0.013,7.902,0.032,0.231,8.043,0.296,9.781,217.336,0.0,0.054,0.0
2758,2758,2758,watermelon raw plain,35.7,0.694,0.082,0.151,0.094,5.894,3.973,1.481,1.143,0.0,0.008,82.608,0.308,0.162,0.032,0.0,0.028,0.331,0.275,0.147,19.772,0.0,1.494,0.022,12.745,0.083,0.316,5.425,0.017,12.833,237.109,0.002,0.044,1675.115
2759,2759,2759,apple gala raw grilled,35.6,0.292,0.028,0.011,0.035,7.766,4.714,0.471,1.875,0.0,0.014,77.962,0.011,0.049,0.017,0.0,0.041,0.183,0.047,0.067,29.098,0.0,0.241,0.009,46.729,0.009,0.524,3.879,0.051,12.381,234.202,0.001,0.102,2077.031
2760,2760,2760,lemon raw marinated,32.7,0.212,0.029,0.021,0.036,6.687,5.597,1.007,1.752,0.0,0.003,87.363,0.029,0.014,0.009,0.0,0.026,0.11,0.046,0.214,11.437,0.0,0.148,0.001,51.131,0.111,0.18,11.51,0.058,24.423,181.55,0.003,0.047,1036.284
2761,2761,2761,dried blueberry select,42.2,0.215,0.013,0.016,0.027,9.615,5.99,0.455,1.849,0.0,0.003,77.159,0.002,0.01,0.018,0.0,0.006,0.572,0.101,0.098,18.995,0.0,0.147,0.002,58.532,0.069,0.066,6.12,0.076,6.601,84.06,0.0,0.063,886.648
2762,2762,2762,watermelon rind pickled choice,223.1,0.307,0.015,0.008,0.048,54.386,38.288,0.694,1.499,0.0,0.013,96.0,0.099,0.014,0.033,0.0,0.023,0.492,0.182,0.15,6.966,0.0,1.656,0.028,11.667,0.027,0.683,33.379,0.028,56.147,228.507,0.002,0.162,0.0
2763,2763,2763,coconut cream unsalted,77.6,0.229,0.015,0.014,0.033,17.517,11.491,1.367,0.746,0.0,0.004,80.921,0.183,0.029,0.008,0.0,0.021,0.086,0.914,0.058,78.318,0.0,0.338,0.008,17.1,0.096,0.323,7.079,0.04,85.798,339.989,0.001,0.37,1626.572
2764,2764,2764,satsuma raw plain,49.5,0.317,0.046,0.01,0.056,11.155,8.511,0.512,0.806,0.0,0.003,80.788,0.045,0.032,0.011,0.0,0.009,0.463,0.608,0.173,6.932,0.0,0.87,0.007,18.959,0.177,0.625,5.96,0.02,30.012,282.401,0.001,0.072,0.0
2765,2765,2765,satsuma raw organic,106.8,1.269,0.109,0.076,0.233,22.524,11.487,1.332,3.847,0.0,0.004,81.924,0.004,0.017,0.017,0.0,0.01,0.769,0.084,0.101,5.189,0.0,0.18,0.007,14.067,0.083,0.346,24.528,0.021,58.951,200.094,0.0,0.03,150.799
2766,2766,2766,chokeberry ready to eat,35.6,0.069,0.005,0.004,0.013,7.959,6.638,0.781,1.569,0.0,0.006,83.504,0.043,0.058,0.026,0.0,0.042,0.307,0.114,0.128,26.522,0.0,0.562,0.006,10.26,0.078,0.365,4.705,0.112,67.861,148.099,0.001,0.104,1478.112
2767,2767,2767,banana green raw sliced,77.2,0.121,0.012,0.007,0.013,18.113,14.056,0.92,1.295,0.0,0.016,81.867,0.03,0.052,0.006,0.0,0.048,0.463,0.077,0.138,23.577,0.0,0.59,0.001,11.001,0.056,0.695,10.322,0.084,23.734,268.147,0.001,0.05,100.545
2768,2768,2768,date medjool raw traditional,103.7,0.169,0.02,0.017,0.041,24.298,15.721,1.25,2.247,0.0,0.01,78.604,0.027,0.028,0.011,0.0,0.02,0.278,0.171,0.068,4.694,0.0,0.504,0.009,20.729,0.136,0.571,10.414,0.076,17.657,187.269,0.001,0.081,0.0
2769,2769,2769,dried plum dried,94.9,0.728,0.0,0.016,0.106,20.768,16.261,1.322,3.004,0.0,0.009,81.359,0.009,0.059,0.019,0.0,0.025,0.074,0.976,0.093,84.359,0.0,0.337,0.017,187.478,0.057,0.616,2.873,0.014,44.595,454.982,0.002,0.155,1640.361
2770,2770,2770,pineapple raw steamed,14.9,0.151,0.019,0.0,0.021,3.038,2.637,0.343,2.435,0.0,0.004,90.663,0.103,0.03,0.016,0.0,0.017,0.315,0.056,0.044,23.073,0.0,0.404,0.004,4.599,0.047,0.189,8.462,0.054,65.911,270.404,0.001,0.047,4632.746
2771,2771,2771,feijoa raw instant,49.3,0.35,0.013,0.024,0.094,11.16,9.051,0.368,2.712,0.0,0.013,85.864,0.059,0.061,0.313,0.0,0.046,0.242,0.052,0.075,7.99,0.0,0.008,0.002,50.109,0.029,0.281,17.481,0.075,9.395,292.739,0.0,0.051,195.349
2772,2772,2772,avocado florida chopped,64.5,0.207,0.013,0.0,0.027,14.397,9.07,1.258,1.35,0.0,0.005,81.215,0.19,0.029,0.006,0.0,0.022,0.239,0.158,0.094,35.853,0.0,0.347,0.002,10.003,0.076,0.338,5.789,0.079,7.805,271.95,0.001,0.042,946.825
2773,2773,2773,apricot raw unsalted,135.6,0.077,0.009,0.006,0.009,33.19,19.914,0.53,1.771,0.0,0.015,92.258,0.057,0.039,0.021,0.0,0.026,0.757,0.257,0.065,25.016,0.0,0.078,0.001,36.064,0.053,0.368,2.975,0.074,9.877,91.418,0.001,0.314,0.0
2774,2774,2774,tangelo variety 1,49.8,0.091,0.019,0.006,0.017,11.178,6.595,1.074,1.93,0.0,0.002,88.468,0.088,0.046,0.005,0.0,0.026,0.276,0.06,0.126,0.933,0.0,0.881,0.02,11.166,0.075,1.402,5.089,0.066,22.823,275.91,0.001,0.083,630.949
2775,2775,2775,green papaya natural,34.6,0.509,0.016,0.0,0.14,6.737,4.911,0.762,2.695,0.0,0.002,94.255,0.007,0.025,0.011,0.0,0.037,0.568,0.023,0.145,39.741,0.0,0.816,0.005,14.972,0.081,0.177,32.975,0.15,16.933,427.335,0.003,0.074,2865.831
2776,2776,2776,apple red delicious variety 1,43.6,0.883,0.122,0.047,0.118,8.46,5.897,0.447,0.934,0.0,0.004,93.491,0.452,0.11,0.013,0.0,0.065,0.144,0.109,0.122,14.753,0.0,0.639,0.008,10.313,0.026,0.182,34.137,0.072,9.974,232.793,0.001,0.166,366.354
2777,2777,2777,aronia berry processed,76.1,0.518,0.067,0.052,0.066,16.836,12.273,1.02,1.757,0.0,0.007,73.785,0.044,0.054,0.008,0.0,0.065,0.119,0.255,0.127,48.366,0.0,1.459,0.018,12.373,0.025,0.045,25.107,0.058,48.452,195.928,0.0,0.056,812.771
2778,2778,2778,strawberry frozen with herbs,30.5,1.019,0.16,0.118,0.126,5.073,4.084,0.262,0.72,0.0,0.008,72.988,0.013,0.046,0.006,0.0,0.046,0.317,0.056,0.09,1.461,0.0,0.432,0.007,24.431,0.207,0.528,10.416,0.032,14.67,199.147,0.001,0.122,81.458
2779,2779,2779,watermelon raw raw,92.2,0.641,0.054,0.054,0.076,19.53,16.015,2.075,4.459,0.0,0.018,74.652,0.019,0.075,0.008,0.0,0.008,0.245,0.095,0.128,12.569,0.0,0.957,0.003,8.201,0.11,0.721,17.908,0.053,41.338,129.551,0.0,0.068,329.719
2780,2780,2780,persimmon fuyu raw extra,89.8,0.455,0.058,0.014,0.1,20.07,12.323,1.364,3.838,0.0,0.003,84.957,0.021,0.073,0.038,0.0,0.086,0.183,0.241,0.066,21.21,0.0,0.067,0.006,23.006,0.031,0.176,6.752,0.099,22.642,344.15,0.002,0.159,459.449
2781,2781,2781,peach raw prepared,27.1,0.097,0.01,0.006,0.005,6.32,3.476,0.228,6.077,0.0,0.002,88.053,0.014,0.082,0.056,0.0,0.006,0.815,0.045,0.076,134.738,0.0,0.63,0.004,7.07,0.087,0.427,10.116,0.013,19.642,350.048,0.002,0.09,12332.753
2782,2782,2782,quince paste boiled,59.8,1.384,0.03,0.051,0.284,11.432,8.563,0.402,0.98,0.0,0.003,96.0,0.463,0.058,0.023,0.0,0.023,0.218,0.097,0.119,38.903,0.0,0.51,0.006,17.049,0.069,0.688,10.838,0.097,41.376,206.702,0.001,0.081,995.049
2783,2783,2783,persian lime whole grain,88.9,0.492,0.0,0.071,0.079,20.467,15.166,0.66,3.766,0.0,0.003,87.479,0.007,0.049,0.011,0.0,0.02,0.401,0.21,0.13,16.465,0.0,0.182,0.001,52.913,0.054,0.69,3.498,0.042,20.263,248.929,0.001,0.124,176.817
2784,2784,2784,passion fruit pulp original,40.8,0.203,0.029,0.005,0.02,8.937,5.666,0.811,0.97,0.0,0.006,78.062,0.022,0.061,0.017,0.0,0.057,0.663,0.106,0.159,51.526,0.0,0.868,0.061,6.252,0.023,0.365,8.917,0.04,15.813,78.912,0.002,0.027,2481.376
2785,2785,2785,coconut water processed,82.8,0.404,0.025,0.028,0.032,19.544,16.319,0.255,3.404,0.0,0.008,86.491,0.012,0.03,0.031,0.0,0.085,0.841,0.245,0.073,9.418,0.0,0.85,0.004,6.574,0.025,0.135,7.153,0.093,17.987,200.314,0.002,0.084,0.0
2786,2786,2786,dried apple rings choice,76.0,0.385,0.075,0.036,0.06,16.254,11.719,1.878,3.885,0.0,0.006,77.559,0.227,0.039,0.016,0.0,0.008,0.217,0.048,0.078,20.592,0.0,0.461,0.002,9.26,0.037,0.194,4.475,0.019,9.99,315.504,0.0,0.125,678.405
2787,2787,2787,papaya seeds sliced,35.9,0.413,0.045,0.044,0.088,7.675,5.38,0.368,1.122,0.0,0.011,89.569,0.026,0.086,0.003,0.0,0.053,0.36,0.019,0.06,30.248,0.0,0.643,0.012,5.944,0.041,0.412,8.061,0.09,23.095,142.505,0.001,0.031,1557.758
2788,2788,2788,pomegranate raw variety 5,66.7,0.536,0.036,0.042,0.053,14.993,10.69,0.464,0.446,0.0,0.001,86.019,0.197,0.095,0.006,0.0,0.029,0.37,0.252,0.053,162.162,0.0,0.204,0.007,31.206,0.055,0.334,3.155,0.079,21.738,297.807,0.001,0.217,4225.614
2789,2789,2789,blood orange shredded,30.2,0.821,0.088,0.1,0.19,5.102,3.434,0.609,3.505,0.0,0.005,83.481,0.353,0.033,0.037,0.0,0.016,1.012,0.164,0.137,125.502,0.0,0.586,0.002,3.14,0.101,0.173,5.402,0.015,6.652,209.785,0.001,0.172,9444.079
2790,2790,2790,strawberry raw original,107.9,0.038,0.005,0.002,0.005,26.423,19.157,0.457,2.391,0.0,0.014,90.433,0.021,0.029,0.027,0.0,0.039,0.169,0.253,0.065,1.352,0.0,0.361,0.0,44.889,0.075,0.594,41.072,0.138,14.01,91.061,0.0,0.068,0.0
2791,2791,2791,maraschino cherry high protein,30.2,0.471,0.059,0.034,0.113,6.058,5.367,0.44,5.587,0.0,0.001,79.249,0.035,0.015,0.03,0.0,0.036,0.089,0.25,0.071,51.995,0.0,0.677,0.015,14.6,0.205,0.817,9.282,0.151,15.484,158.195,0.001,0.189,5394.305
2792,2792,2792,apple granny smith with salt,38.3,0.508,0.061,0.051,0.088,7.575,5.977,0.863,1.539,0.0,0.003,85.195,0.015,0.038,0.016,0.0,0.029,0.227,0.456,0.062,14.67,0.0,0.355,0.013,13.944,0.03,0.539,9.118,0.069,120.112,444.062,0.002,0.088,970.275
2793,2793,2793,atemoya dried,42.6,0.279,0.028,0.016,0.103,9.54,6.182,0.476,0.845,0.0,0.005,91.011,0.002,0.055,0.009,0.0,0.038,0.376,0.16,0.067,217.856,0.0,0.568,0.002,47.189,0.107,0.518,20.828,0.023,28.043,182.204,0.003,0.087,10100.637
2794,2794,2794,freeze dried strawberry whole grain,67.0,0.23,0.028,0.012,0.026,15.713,15.132,0.528,0.944,0.0,0.005,90.653,0.03,0.023,0.028,0.0,0.035,0.229,0.59,0.096,2.621,0.0,0.353,0.002,15.53,0.03,0.128,11.153,0.055,25.419,69.947,0.001,0.031,0.0
2795,2795,2795,coconut meat raw serving size large,38.8,0.289,0.042,0.019,0.048,7.093,5.873,1.96,2.166,0.0,0.012,84.795,0.131,0.024,0.069,0.0,0.029,0.345,0.162,0.032,18.744,0.0,2.133,0.004,31.521,0.024,0.542,4.934,0.066,20.577,213.698,0.002,0.057,1871.847
2796,2796,2796,dried apple rings ready to eat,50.9,0.486,0.047,0.047,0.108,11.142,7.944,0.484,2.024,0.0,0.002,87.913,0.036,0.078,0.077,0.0,0.104,0.23,0.033,0.17,21.647,0.0,0.225,0.007,28.956,0.1,0.318,12.659,0.049,9.146,131.928,0.003,0.04,706.532
2797,2797,2797,olive green pitted pureed,64.9,0.225,0.02,0.031,0.064,14.971,11.123,0.75,3.126,0.0,0.003,86.572,0.04,0.023,0.014,0.0,0.021,0.168,0.498,0.209,5.714,0.0,0.609,0.003,27.764,0.13,0.387,22.381,0.139,17.69,86.061,0.002,0.038,61.681
2798,2798,2798,passion fruit raw low sodium,31.5,0.235,0.007,0.018,0.059,7.064,5.093,0.281,5.537,0.0,0.004,76.483,0.023,0.057,0.025,0.0,0.021,0.351,0.11,0.238,13.027,0.0,0.185,0.009,45.624,0.133,0.062,5.722,0.132,34.784,306.014,0.0,0.108,2262.537
2799,2799,2799,avocado florida roasted,80.4,0.109,0.018,0.003,0.011,19.41,12.908,0.436,2.12,0.0,0.002,82.963,0.014,0.015,0.037,0.0,0.114,0.237,0.047,0.14,10.673,0.0,1.627,0.005,26.854,0.192,0.516,5.558,0.286,20.993,165.68,0.0,0.048,0.0
2800,2800,2800,lychee canned select,172.5,0.664,0.044,0.021,0.151,40.675,29.611,0.966,2.929,0.0,0.015,83.008,0.153,0.062,0.004,0.0,0.046,0.384,0.165,0.082,53.885,0.0,0.473,0.014,27.235,0.08,0.317,5.435,0.131,68.071,133.366,0.001,0.193,0.0
2801,2801,2801,date medjool raw chopped,86.4,0.648,0.069,0.1,0.098,19.426,12.083,0.716,0.763,0.0,0.003,80.872,0.027,0.02,0.019,0.0,0.038,0.375,0.182,0.114,4.514,0.0,0.844,0.021,9.474,0.047,0.215,20.031,0.106,17.313,99.222,0.003,0.225,0.0
2802,2802,2802,coconut cream salted,63.0,0.611,0.114,0.027,0.052,13.544,8.763,0.834,1.879,0.0,0.006,82.55,0.347,0.036,0.022,0.0,0.033,1.36,0.086,0.253,57.056,0.0,0.767,0.003,21.371,0.048,0.096,11.693,0.196,9.356,395.576,0.001,0.201,1589.582
2803,2803,2803,dried apricot baked,21.2,0.508,0.058,0.015,0.057,3.63,2.084,0.535,3.006,0.0,0.005,74.092,0.049,0.011,0.002,0.0,0.018,0.487,0.209,0.069,15.545,0.0,2.063,0.004,9.207,0.066,0.124,27.383,0.063,24.188,178.786,0.002,0.08,3111.819
2804,2804,2804,tamarind paste with herbs,160.0,0.359,0.082,0.022,0.034,37.634,25.742,1.548,3.239,0.0,0.008,86.717,0.041,0.026,0.013,0.0,0.022,0.431,0.04,0.055,55.018,0.0,0.181,0.104,33.268,0.013,0.232,25.832,0.135,10.156,210.913,0.002,0.072,161.659
2805,2805,2805,prune juice canned,37.1,0.74,0.094,0.034,0.118,6.805,3.457,0.796,1.536,0.0,0.009,84.681,0.104,0.069,0.012,0.0,0.022,0.363,0.148,0.055,18.949,0.0,0.327,0.016,29.029,0.023,0.467,6.594,0.138,10.954,242.973,0.01,0.083,1596.612
2806,2806,2806,coconut meat raw with herbs,65.0,0.06,0.001,0.005,0.01,15.924,10.637,0.189,4.684,0.0,0.002,83.366,0.013,0.082,0.003,0.0,0.016,0.372,0.49,0.211,62.279,0.0,1.002,0.004,7.379,0.229,0.753,11.533,0.019,21.867,168.134,0.001,0.073,2086.313
2807,2807,2807,apricot jam canned,23.2,0.154,0.002,0.01,0.023,4.065,2.504,1.376,1.08,0.0,0.003,93.832,0.044,0.057,0.013,0.0,0.065,0.342,0.136,0.032,37.308,0.0,2.381,0.002,3.491,0.062,0.451,10.458,0.121,4.771,805.424,0.001,0.022,4476.348
2808,2808,2808,cherimoya raw spiced,63.6,0.552,0.049,0.043,0.13,14.359,9.147,0.306,1.199,0.0,0.005,89.892,0.059,0.069,0.005,0.0,0.131,0.117,0.154,0.051,7.254,0.0,0.268,0.013,18.08,0.106,0.318,5.784,0.028,15.023,299.315,0.002,0.191,0.0
2809,2809,2809,dried pear variety 3,73.2,0.085,0.005,0.011,0.015,16.864,10.776,1.247,1.949,0.0,0.006,76.426,0.065,0.018,0.027,0.0,0.032,0.32,0.389,0.125,4.783,0.0,0.428,0.001,2.596,0.07,0.102,16.903,0.061,9.174,124.414,0.003,0.067,0.0
2810,2810,2810,papaya dried cooked,42.5,0.163,0.01,0.021,0.04,9.902,6.129,0.345,1.44,0.0,0.003,96.0,0.007,0.029,0.026,0.0,0.016,0.557,0.143,0.082,14.674,0.0,0.15,0.002,15.041,0.046,0.594,5.647,0.051,22.548,107.53,0.001,0.412,667.701
2811,2811,2811,kumquat raw whole,79.5,0.428,0.039,0.08,0.124,17.232,13.458,1.689,0.565,0.0,0.004,89.289,0.13,0.124,0.041,0.0,0.01,0.414,0.138,0.041,17.262,0.0,0.88,0.007,35.944,0.101,0.467,17.161,0.034,35.576,129.586,0.009,0.081,0.0
2812,2812,2812,olive green pitted regular,65.7,0.67,0.109,0.088,0.06,13.727,10.666,1.179,8.37,0.0,0.013,82.136,0.034,0.056,0.003,0.0,0.016,0.946,0.058,0.077,3.06,0.0,0.198,0.012,44.646,0.047,0.217,14.776,0.089,4.561,193.502,0.002,0.11,1042.126
2813,2813,2813,quince paste sweetened,31.1,0.428,0.031,0.042,0.078,5.79,5.02,1.022,1.963,0.0,0.017,92.138,0.125,0.049,0.039,0.0,0.033,0.515,0.096,0.145,19.61,0.0,0.652,0.001,7.613,0.097,0.376,9.161,0.06,9.093,316.869,0.002,0.044,1829.23
2814,2814,2814,tamarind paste select,34.7,0.457,0.064,0.044,0.087,7.307,5.444,0.352,3.166,0.0,0.004,85.844,0.085,0.018,0.007,0.0,0.038,0.675,0.312,0.145,230.723,0.0,0.277,0.004,54.611,0.066,0.695,13.214,0.034,39.626,92.899,0.0,0.047,14125.731
2815,2815,2815,freeze dried strawberry reduced fat,43.3,0.423,0.066,0.003,0.09,9.511,6.097,0.367,0.813,0.0,0.002,84.421,0.029,0.035,0.019,0.0,0.052,0.177,0.128,0.115,14.183,0.0,1.77,0.002,3.386,0.076,0.048,8.506,0.097,25.079,149.112,0.003,0.032,187.411
2816,2816,2816,atemoya diced,90.0,0.243,0.043,0.029,0.056,20.215,13.443,1.742,2.288,0.0,0.01,78.726,0.03,0.031,0.152,0.0,0.016,0.082,0.132,0.088,5.069,0.0,1.266,0.006,11.7,0.039,0.215,6.267,0.045,28.241,353.972,0.003,0.088,0.0
2817,2817,2817,persian lime grilled,50.7,0.305,0.052,0.034,0.025,11.025,8.059,0.97,1.288,0.0,0.017,91.364,0.001,0.021,0.005,0.0,0.024,0.483,0.067,0.058,26.965,0.0,0.691,0.009,21.866,0.355,0.095,4.649,0.096,22.856,275.414,0.006,0.146,784.72
2818,2818,2818,jackfruit canned young deluxe,56.4,0.18,0.002,0.016,0.016,12.284,11.301,1.41,3.748,0.0,0.008,89.543,0.007,0.02,0.038,0.0,0.038,0.433,0.086,0.135,16.052,0.0,0.253,0.015,39.214,0.065,0.092,19.125,0.151,22.887,163.385,0.003,0.039,652.396
2819,2819,2819,tamarind raw sliced,64.5,0.369,0.035,0.038,0.058,14.407,11.396,0.9,0.933,0.0,0.007,89.664,0.042,0.036,0.01,0.0,0.013,0.081,0.061,0.211,17.982,0.0,0.078,0.002,10.287,0.053,0.499,12.995,0.174,28.142,131.512,0.005,0.048,57.472
2820,2820,2820,blackberry raw quick cook,52.9,0.362,0.0,0.022,0.019,10.842,7.644,1.565,8.261,0.0,0.001,78.828,0.035,0.029,0.007,0.0,0.021,0.059,0.146,0.094,2.649,0.0,0.628,0.042,20.915,0.063,0.12,14.443,0.185,49.919,206.527,0.001,0.045,1657.452
2821,2821,2821,dried apricot classic,76.5,0.365,0.01,0.002,0.076,17.317,11.429,0.98,1.617,0.0,0.005,78.007,0.079,0.03,0.017,0.0,0.011,0.209,0.152,0.104,12.305,0.0,0.076,0.02,8.426,0.031,0.84,7.463,0.014,10.549,240.957,0.001,0.111,111.295
2822,2822,2822,soursop raw canned,116.8,0.727,0.023,0.075,0.121,27.175,20.408,0.395,5.464,0.0,0.005,91.421,0.01,0.018,0.023,0.0,0.026,0.672,0.163,0.522,26.759,0.0,0.425,0.007,16.47,0.068,0.338,4.547,0.036,68.646,224.171,0.006,0.064,92.908
2823,2823,2823,yellow cherry tomato sliced,26.3,0.215,0.005,0.008,0.024,4.969,3.93,1.116,4.825,0.0,0.012,93.022,0.007,0.042,0.028,0.0,0.014,0.859,0.382,0.155,11.407,0.0,0.219,0.001,28.899,0.074,0.482,6.7,0.077,26.924,217.998,0.001,0.067,3304.256
2824,2824,2824,plantain ripe with herbs,58.3,0.089,0.014,0.008,0.014,14.132,8.394,0.253,7.537,0.0,0.001,81.284,0.017,0.031,0.007,0.0,0.033,0.305,0.183,0.15,13.649,0.0,0.333,0.001,15.429,0.263,0.2,14.87,0.041,45.144,65.636,0.001,0.143,1313.007
2825,2825,2825,dried nectarine artisan,48.9,0.282,0.041,0.008,0.032,9.717,6.209,1.868,2.353,0.0,0.017,78.976,0.041,0.016,0.022,0.0,0.022,0.104,0.06,0.077,80.072,0.0,0.106,0.004,9.648,0.091,1.102,7.877,0.053,18.19,359.137,0.0,0.054,4161.51
2826,2826,2826,tomato cherry raw serving size large,59.9,0.126,0.016,0.017,0.034,13.658,9.998,1.041,0.904,0.0,0.01,80.184,0.03,0.021,0.078,0.0,0.054,0.545,0.117,0.163,17.24,0.0,1.019,0.01,15.382,0.074,0.296,6.976,0.173,23.554,156.999,0.005,0.065,150.56
2827,2827,2827,jackfruit raw with garlic,22.7,0.351,0.052,0.008,0.05,3.968,2.607,0.923,4.166,0.0,0.009,81.111,0.057,0.017,0.004,0.0,0.008,0.648,0.197,0.174,8.352,0.0,0.599,0.007,6.141,0.067,0.616,12.234,0.063,22.407,305.036,0.014,0.053,3445.695
2828,2828,2828,quince paste premium,79.2,0.319,0.002,0.021,0.065,18.73,9.964,0.362,3.668,0.0,0.002,95.561,0.03,0.036,0.006,0.0,0.049,0.482,0.091,0.039,10.85,0.0,0.298,0.003,8.387,0.044,0.233,5.032,0.061,9.472,102.22,0.002,0.204,215.138
2829,2829,2829,apple fuji raw serving size small,114.4,0.357,0.0,0.029,0.045,26.802,16.564,1.0,0.995,0.0,0.007,81.323,0.028,0.106,0.011,0.0,0.043,0.506,0.35,0.151,80.469,0.0,0.347,0.01,37.38,0.036,0.167,15.566,0.071,9.709,344.633,0.002,0.119,837.626
2830,2830,2830,blackberry raw whole grain,36.1,0.561,0.019,0.044,0.087,7.155,5.116,0.596,1.472,0.0,0.007,87.067,0.011,0.1,0.005,0.0,0.042,0.312,0.564,0.02,46.048,0.0,0.162,0.0,22.123,0.084,0.188,26.922,0.037,5.469,86.901,0.005,0.253,2603.264
2831,2831,2831,aronia berry spiced,86.4,0.594,0.091,0.09,0.051,19.221,13.128,1.044,1.003,0.0,0.005,75.85,0.137,0.095,0.003,0.0,0.031,0.05,0.22,0.088,5.732,0.0,1.03,0.011,59.757,0.023,0.213,8.109,0.099,25.766,96.829,0.001,0.114,0.0
2832,2832,2832,strawberry jam organic,21.8,0.353,0.031,0.03,0.06,4.434,3.312,0.228,2.083,0.0,0.001,77.95,0.054,0.032,0.03,0.0,0.032,0.201,0.149,0.082,18.963,0.0,0.145,0.001,15.944,0.092,0.156,2.195,0.206,14.24,319.531,0.001,0.068,2332.363
2833,2833,2833,passion fruit pulp variety 1,28.0,0.292,0.015,0.026,0.039,5.543,3.936,0.8,1.786,0.0,0.004,87.811,0.016,0.092,0.068,0.0,0.02,0.765,0.092,0.058,46.45,0.0,0.089,0.018,13.221,0.029,0.662,2.198,0.121,38.423,283.785,0.007,0.289,4203.346
2834,2834,2834,soursop raw sweetened,30.6,0.307,0.04,0.011,0.052,5.817,4.875,1.141,3.807,0.0,0.017,78.512,0.07,0.044,0.015,0.0,0.061,0.208,0.058,0.073,43.76,0.0,0.378,0.002,33.921,0.02,0.188,8.627,0.117,21.887,145.527,0.001,0.068,4194.892
2835,2835,2835,cranberry juice ancient grain,50.3,0.303,0.03,0.019,0.022,11.689,7.434,0.195,1.76,0.0,0.0,77.02,0.054,0.026,0.023,0.0,0.04,0.303,0.038,0.07,11.161,0.0,0.5,0.004,6.935,0.098,0.906,3.68,0.155,47.874,108.053,0.0,0.059,405.423
2836,2836,2836,strawberry jam light,51.6,0.49,0.051,0.051,0.085,11.138,7.752,0.657,4.761,0.0,0.003,87.442,0.044,0.087,0.014,0.0,0.03,1.09,0.04,0.066,68.244,0.0,0.25,0.018,28.053,0.049,0.068,9.26,0.142,16.427,365.013,0.001,0.094,3116.594
2837,2837,2837,green papaya smoked,53.4,0.157,0.025,0.014,0.018,12.759,6.762,0.24,3.309,0.0,0.002,89.491,0.026,0.052,0.043,0.0,0.029,0.444,0.104,0.09,0.637,0.0,0.171,0.001,10.653,0.058,0.186,23.438,0.09,46.739,151.613,0.001,0.056,161.465
2838,2838,2838,coconut meat raw with salt,44.4,0.614,0.048,0.07,0.091,9.35,6.676,0.357,5.17,0.0,0.018,87.416,0.003,0.038,0.065,0.0,0.032,0.289,0.072,0.084,15.088,0.0,0.142,0.001,3.178,0.102,0.113,51.869,0.05,56.138,175.153,0.001,0.189,1351.402
2839,2839,2839,apricot raw variety 4,50.0,0.222,0.027,0.022,0.012,11.028,8.348,0.982,1.877,0.0,0.004,82.623,0.125,0.067,0.016,0.0,0.064,0.466,0.073,0.154,22.014,0.0,0.571,0.003,18.659,0.088,0.241,5.763,0.14,14.211,265.626,0.0,0.17,765.454
2840,2840,2840,banana yellow raw natural,23.9,0.176,0.031,0.005,0.028,5.179,4.319,0.391,1.397,0.0,0.001,90.216,0.016,0.072,0.057,0.0,0.076,0.21,0.135,0.034,368.305,0.0,1.028,0.005,7.83,0.028,0.537,34.214,0.076,23.439,192.437,0.001,0.079,31164.619
2841,2841,2841,tamarind paste variety 2,86.8,0.124,0.008,0.016,0.025,21.163,15.936,0.259,2.195,0.0,0.004,78.02,0.002,0.033,0.008,0.0,0.017,0.186,1.203,0.153,6.659,0.0,0.336,0.014,7.44,0.058,0.688,9.265,0.242,48.039,118.111,0.009,0.469,0.0
2842,2842,2842,sea buckthorn berry sweetened,69.1,0.297,0.044,0.036,0.06,15.141,11.219,1.471,1.804,0.0,0.008,88.353,0.016,0.023,0.017,0.0,0.03,0.522,0.059,0.051,12.442,0.0,0.452,0.002,39.039,0.197,0.23,19.286,0.045,20.476,125.132,0.003,0.057,146.529
2843,2843,2843,red currant raw chopped,56.7,0.34,0.018,0.021,0.001,12.415,8.393,1.002,0.304,0.0,0.002,82.765,0.073,0.109,0.002,0.0,0.016,0.181,0.189,0.068,15.245,0.0,0.419,0.001,19.037,0.066,0.77,8.756,0.07,19.554,160.078,0.001,0.056,292.61
