,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
3035,3035,3035,brânză de burduf whole grain,259.2,20.653,14.994,5.122,1.198,0.871,0.438,17.467,0.0,148.862,1.027,31.269,0.088,0.027,0.022,0.143,0.171,0.131,0.493,0.041,0.0,0.093,0.313,0.003,411.641,0.027,0.186,26.01,0.011,189.765,93.838,0.054,4.353,746.695
3036,3036,3036,fromage frais organic,383.1,33.697,17.388,9.705,2.325,2.44,0.559,17.512,0.0,66.749,0.315,49.815,0.077,0.018,0.006,0.776,0.312,0.099,0.36,0.092,0.0,0.235,0.244,0.004,207.27,0.04,0.036,20.06,0.013,168.563,102.62,0.012,2.208,404.687
3037,3037,3037,ossau iraty classic,289.5,26.542,19.907,8.148,1.354,2.726,1.0,9.921,0.0,25.822,0.225,27.846,0.033,0.03,0.024,0.617,0.062,0.138,0.363,0.006,0.0,0.074,0.314,0.002,828.25,0.03,0.149,18.881,0.0,407.582,54.9,0.004,1.192,216.649
3038,3038,3038,appenzeller multigrain,208.3,11.426,7.53,2.628,0.743,2.141,1.644,24.223,0.0,75.935,0.638,32.855,0.013,0.023,0.005,0.131,0.14,0.132,0.397,0.065,0.0,0.082,0.172,0.006,437.89,0.022,0.335,38.246,0.008,182.409,103.947,0.012,5.24,1724.413
3039,3039,3039,wensleydale cranberry pureed,139.0,9.484,4.818,2.38,0.607,2.284,0.69,11.133,0.0,28.145,0.271,27.065,0.028,0.039,0.023,0.936,0.204,0.13,0.219,0.111,0.0,0.163,0.115,0.0,281.924,0.014,0.373,18.262,0.009,1306.154,214.425,0.006,4.901,1190.345
3040,3040,3040,ricotta fat free raw,192.9,15.06,8.84,3.614,0.708,0.979,0.309,13.355,0.0,75.866,0.608,39.087,0.262,0.031,0.075,0.221,0.14,0.114,0.342,0.03,0.0,0.261,0.028,0.002,260.823,0.039,0.279,3.325,0.0,659.56,55.65,0.01,1.478,868.594
3041,3041,3041,grated parmesan roasted,371.7,32.204,22.35,8.148,2.061,1.441,0.758,19.017,0.0,59.744,0.33,45.129,0.091,0.02,0.022,0.243,0.129,0.068,0.322,0.057,0.0,0.083,0.059,0.001,458.171,0.078,0.079,25.705,0.003,475.854,71.043,0.014,3.553,428.189
3042,3042,3042,gouda light regular,214.3,18.79,11.725,5.167,1.635,1.102,0.443,10.198,0.0,38.467,0.727,34.512,0.153,0.021,0.014,1.587,0.1,0.131,0.44,0.015,0.0,0.196,0.247,0.001,662.86,0.071,0.273,35.034,0.005,319.647,46.645,0.011,3.229,584.222
3043,3043,3043,caș proaspăt unsalted,266.0,20.534,11.191,5.421,0.205,3.05,0.278,17.261,0.0,59.252,1.022,29.82,0.068,0.032,0.269,0.493,0.297,0.041,0.336,0.051,0.0,0.262,0.248,0.003,956.271,0.042,0.128,10.148,0.017,546.371,115.017,0.006,2.153,992.638
3044,3044,3044,havarti plain steamed,258.2,23.367,11.847,8.506,0.608,1.372,0.895,10.613,0.0,16.918,0.271,16.122,0.228,0.012,0.106,0.102,0.147,0.082,0.345,0.062,0.0,0.119,0.0,0.002,452.393,0.022,0.334,17.887,0.017,428.104,131.756,0.027,2.999,435.838
3045,3045,3045,caș proaspăt original,178.4,14.783,9.579,4.627,0.887,1.951,1.069,9.397,0.0,91.547,0.372,32.065,0.078,0.029,0.005,0.411,0.092,0.029,0.409,0.068,0.0,0.082,0.264,0.002,616.328,0.039,0.267,27.225,0.009,319.397,195.773,0.008,3.231,683.589
3046,3046,3046,labneh plain regular,165.8,12.922,7.818,4.639,0.323,2.797,1.253,9.579,0.0,42.189,0.417,36.399,0.064,0.034,0.008,0.335,0.146,0.09,0.235,0.069,0.0,0.178,0.258,0.006,278.005,0.033,0.042,20.431,0.013,306.948,121.682,0.019,3.345,641.028
3047,3047,3047,edam ball fresh,138.2,9.867,6.996,2.506,0.168,0.564,0.165,11.773,0.0,39.031,0.18,24.622,0.079,0.034,0.023,0.249,0.147,0.036,0.274,0.054,0.0,0.311,0.164,0.006,261.765,0.015,0.241,16.087,0.007,255.953,50.022,0.003,1.787,1137.274
3048,3048,3048,herbed brie shredded,156.5,10.2,6.426,2.723,0.377,2.311,0.545,13.852,0.0,95.939,1.014,40.334,0.059,0.018,0.043,0.304,0.826,0.061,0.37,0.088,0.0,0.054,0.221,0.002,425.926,0.055,0.178,31.501,0.004,219.367,85.671,0.01,1.654,1307.272
3049,3049,3049,fresh burrata enriched,107.9,5.707,4.018,1.644,0.342,1.668,1.393,12.474,0.0,80.167,0.451,38.816,0.214,0.009,0.018,0.411,0.301,0.063,0.101,0.062,0.0,1.328,0.243,0.001,390.397,0.026,0.358,18.948,0.015,378.901,104.161,0.007,3.723,1830.155
3050,3050,3050,smoked provolone with herbs,177.7,13.718,9.781,3.718,0.658,0.906,0.279,12.641,0.0,61.378,1.166,26.456,0.089,0.038,0.006,0.287,0.384,0.04,0.452,0.098,0.0,0.248,0.0,0.002,820.771,0.024,0.201,36.221,0.012,384.228,82.803,0.045,4.182,1080.561
3051,3051,3051,edam ball shredded,182.7,14.185,7.49,3.248,0.582,1.29,0.735,12.462,0.0,40.397,0.295,33.154,0.104,0.01,0.005,0.329,0.26,0.093,0.289,0.085,0.0,0.512,0.194,0.003,1252.684,0.026,0.158,9.211,0.013,196.706,72.849,0.007,1.316,1305.072
3052,3052,3052,baby swiss original,453.2,38.348,23.546,7.286,2.147,1.593,0.999,25.436,0.0,79.516,0.721,37.247,0.267,0.028,0.026,0.203,0.424,0.16,0.515,0.058,0.0,0.276,0.239,0.0,769.799,0.04,0.156,13.489,0.004,451.531,71.253,0.022,2.41,611.911
3053,3053,3053,smoked cheddar processed,248.1,20.741,15.182,6.139,1.224,1.628,0.643,13.735,0.0,31.345,0.41,47.77,0.039,0.024,0.018,0.407,0.227,0.114,0.199,0.077,0.0,0.141,0.218,0.003,570.238,0.026,0.075,15.641,0.008,175.621,76.531,0.033,1.492,570.597
3054,3054,3054,halloumi grilled spiced,317.9,26.349,14.36,6.35,1.212,0.924,0.273,19.263,0.0,119.711,0.485,26.794,0.015,0.034,0.05,0.462,0.269,0.099,0.31,0.066,0.0,0.461,0.295,0.003,556.859,0.05,0.258,19.31,0.0,461.874,174.683,0.012,1.435,759.354
3055,3055,3055,smoked provolone extra,321.3,28.751,19.982,6.526,1.696,1.475,1.002,14.167,0.0,75.967,0.31,33.69,0.39,0.033,0.013,0.368,0.211,0.109,0.379,0.076,0.0,0.351,0.13,0.003,764.403,0.075,0.0,23.716,0.016,156.643,198.002,0.07,2.741,379.571
3056,3056,3056,part skim mozzarella variety 5,245.4,23.596,11.869,8.778,1.321,2.143,0.469,6.109,0.0,46.632,0.535,38.206,0.104,0.024,0.077,0.136,0.327,0.108,0.277,0.022,0.0,0.275,0.105,0.0,453.853,0.043,0.128,5.162,0.01,565.468,69.713,0.006,1.122,158.298
3057,3057,3057,gouda aged sweetened,193.2,12.602,7.599,3.1,0.693,2.185,0.815,17.748,0.0,81.768,0.461,39.449,0.092,0.01,0.018,0.241,0.165,0.12,0.349,0.041,0.0,0.349,0.155,0.005,1300.0,0.04,0.189,14.503,0.011,236.707,88.792,0.008,3.806,1687.712
3058,3058,3058,white cheddar original,185.7,13.808,8.243,2.541,0.594,0.692,0.236,14.663,0.0,17.286,0.225,24.63,0.147,0.02,0.002,0.885,0.309,0.095,0.334,0.056,0.0,0.151,0.208,0.003,332.402,0.047,0.121,17.575,0.014,540.158,160.302,0.005,2.276,1056.867
3059,3059,3059,herbed feta variety 4,146.1,10.079,4.989,2.399,0.443,0.246,0.111,13.61,0.0,57.282,0.943,37.291,0.018,0.006,0.004,0.322,0.552,0.125,0.314,0.027,0.0,0.282,0.171,0.004,646.284,0.023,0.228,34.773,0.016,503.427,328.839,0.059,5.35,1597.842
3060,3060,3060,halloumi fresh steamed,194.4,10.684,5.139,2.212,0.716,1.577,0.296,22.989,0.0,97.201,0.377,36.298,0.142,0.018,0.018,0.128,0.117,0.151,0.332,0.032,0.0,0.264,0.203,0.001,473.318,0.035,0.032,27.113,0.011,691.544,188.76,0.046,1.758,1869.555
3061,3061,3061,herbed edam variety 4,355.3,24.201,14.69,8.398,1.863,1.038,0.16,33.333,0.0,38.279,0.578,28.235,0.095,0.018,0.002,0.492,0.351,0.16,0.246,0.028,0.0,0.146,0.079,0.004,528.449,0.015,0.158,32.488,0.01,261.883,76.837,0.017,6.217,1295.48
3062,3062,3062,mozzarella sticks grilled,150.8,10.647,7.911,2.715,0.809,3.045,2.302,10.707,0.0,152.416,0.449,38.023,0.044,0.01,0.049,0.405,0.318,0.121,0.171,0.023,0.0,0.375,0.243,0.003,610.385,0.072,0.292,22.106,0.012,631.193,81.412,0.018,2.47,987.286
3063,3063,3063,stracciatella seasoned,180.5,13.101,7.599,2.869,0.93,1.363,0.83,14.279,0.0,119.632,0.466,37.24,0.141,0.024,0.006,1.494,0.282,0.141,0.335,0.075,0.0,0.175,0.27,0.004,765.831,0.013,0.078,20.984,0.008,574.158,64.544,0.028,1.086,1249.41
3064,3064,3064,truffle camembert organic,182.1,8.426,5.039,2.427,0.531,1.455,0.557,25.118,0.0,40.308,0.156,43.485,0.039,0.021,0.048,4.452,0.241,0.044,0.315,0.005,0.0,0.175,0.202,0.003,914.923,0.046,0.131,30.772,0.016,249.577,43.95,0.003,3.396,2383.569
3065,3065,3065,gouda light homestyle,352.7,29.982,16.79,8.065,1.829,1.5,1.234,19.209,0.0,55.414,0.503,33.468,0.192,0.035,0.025,0.546,0.499,0.08,0.331,0.012,0.0,0.223,0.179,0.005,459.095,0.025,0.361,18.404,0.013,617.982,74.729,0.027,1.725,594.181
3066,3066,3066,labneh plain classic,274.1,24.917,17.118,6.055,0.125,1.317,0.246,11.137,0.0,48.849,0.612,35.72,0.085,0.013,0.131,0.225,0.244,0.127,0.195,0.06,0.0,0.169,0.277,0.003,373.183,0.036,0.312,17.614,0.01,339.049,121.969,0.009,6.35,276.785
3067,3067,3067,truffle camembert extra,448.9,35.633,20.168,13.398,0.036,8.0,2.808,24.056,0.0,93.538,0.768,36.25,0.126,0.037,0.008,0.606,0.406,0.067,0.313,0.076,0.0,0.116,0.35,0.004,357.751,0.015,0.177,17.812,0.012,220.787,74.084,0.044,1.176,532.11
3068,3068,3068,munster washed rind herbed,290.6,13.541,6.527,3.819,0.88,2.19,0.355,40.0,0.0,80.342,0.427,34.41,0.082,0.029,0.046,0.136,0.256,0.05,0.316,0.047,0.0,0.385,0.173,0.002,515.268,0.03,0.184,16.431,0.0,761.655,51.092,0.018,3.019,2169.84
3069,3069,3069,blue cheese crumbles artisan,454.0,45.0,33.75,13.05,1.35,0.826,0.325,11.424,0.0,47.561,0.251,38.712,0.041,0.034,0.009,0.231,0.264,0.035,0.263,0.015,0.0,0.191,0.117,0.002,535.986,0.024,0.273,12.086,0.008,307.353,149.763,0.031,1.537,0.0
3070,3070,3070,young gouda low sodium,256.6,14.711,5.987,3.972,0.75,1.081,0.406,29.959,0.0,48.004,0.618,40.057,0.113,0.041,0.005,0.045,0.357,0.098,0.243,0.09,0.0,0.229,0.159,0.005,728.107,0.044,0.073,13.423,0.011,422.774,201.804,0.01,2.496,1904.601
3071,3071,3071,limburger ripe serving size small,382.9,32.328,18.944,8.987,1.584,1.625,0.128,21.352,0.0,82.884,1.231,26.905,0.105,0.026,0.005,0.217,0.178,0.111,0.164,0.039,0.0,0.268,0.286,0.003,295.587,0.025,0.22,32.178,0.012,806.225,151.248,0.035,1.805,567.665
3072,3072,3072,smoked mozzarella salted,389.1,26.334,16.274,10.323,1.132,3.363,0.958,34.656,0.0,70.104,0.191,52.501,0.014,0.004,0.017,0.188,0.152,0.083,0.396,0.09,0.0,0.289,0.25,0.003,839.714,0.032,0.122,17.818,0.011,493.16,117.871,0.006,3.813,1254.621
3073,3073,3073,herbed feta pureed,238.6,14.979,9.766,2.861,0.929,0.883,0.425,25.06,0.0,66.278,0.294,45.625,0.068,0.016,0.036,0.471,0.35,0.108,0.342,0.058,0.0,0.118,0.129,0.002,386.861,0.19,0.255,14.306,0.015,742.437,77.192,0.011,1.018,1493.424
3074,3074,3074,part skim mozzarella steamed,184.1,15.645,10.639,3.958,0.454,1.446,0.398,9.374,0.0,165.328,0.465,31.776,0.162,0.04,0.122,0.192,0.133,0.035,0.37,0.051,0.0,0.116,0.282,0.001,831.075,0.016,0.165,31.097,0.011,231.584,213.278,0.033,5.133,718.468
3075,3075,3075,double cream brie spiced,158.6,7.661,4.826,1.8,0.291,0.42,0.181,21.983,0.0,129.149,0.491,46.749,0.088,0.011,0.138,0.343,0.133,0.031,0.281,0.086,0.0,0.198,0.05,0.003,862.703,0.028,0.346,13.312,0.014,424.779,130.226,0.02,2.121,2446.218
3076,3076,3076,organic swiss with spices,254.6,20.915,11.65,5.94,1.171,1.102,0.126,15.487,0.0,61.592,0.641,39.932,0.09,0.006,0.029,0.15,0.172,0.042,0.197,0.064,0.0,0.068,0.077,0.006,1271.392,0.054,0.17,29.119,0.013,160.544,178.605,0.006,1.934,1017.075
3077,3077,3077,herbed edam shredded,269.5,20.94,13.171,6.052,1.55,1.319,0.933,18.942,0.0,57.661,0.42,41.586,0.396,0.013,0.004,0.397,0.503,0.129,0.249,0.06,0.0,0.091,0.022,0.002,303.936,0.025,0.051,33.776,0.015,282.827,102.337,0.032,2.916,806.831
3078,3078,3078,fontina val daosta chopped,279.2,15.131,9.79,3.889,0.711,1.551,0.596,34.2,0.0,36.474,0.623,46.288,0.201,0.046,0.008,0.081,0.412,0.04,0.184,0.077,0.0,0.257,0.136,0.001,508.064,0.022,0.212,12.003,0.006,188.513,120.095,0.01,3.599,1827.325
3079,3079,3079,triple cream brie variety 3,102.1,5.988,2.76,1.563,0.216,1.014,0.348,11.033,0.0,92.729,0.528,47.01,0.273,0.014,0.06,0.805,0.245,0.126,0.319,0.058,0.0,0.246,0.233,0.005,296.737,0.047,0.085,19.328,0.011,128.141,86.439,0.02,2.367,1741.42
3080,3080,3080,herbed feta with herbs,172.0,11.376,7.645,2.616,0.614,1.14,0.495,16.266,0.0,44.022,0.775,31.501,0.156,0.016,0.003,0.214,0.481,0.158,0.105,0.038,0.0,0.042,0.21,0.002,596.981,0.045,0.351,33.799,0.02,507.619,92.908,0.004,1.681,1458.747
3081,3081,3081,lancashire crumbled variety 2,122.3,9.131,5.899,3.415,0.292,0.647,0.487,9.392,0.0,112.756,0.855,27.233,0.168,0.021,0.047,0.171,0.247,0.071,0.369,0.126,0.0,0.071,0.179,0.005,407.318,0.018,0.21,16.778,0.019,397.749,128.415,0.008,2.677,1119.734
3082,3082,3082,brânză de burduf sweetened,237.0,17.423,11.656,5.279,0.679,2.153,0.594,17.9,0.0,155.559,0.223,35.942,0.039,0.025,0.02,0.136,0.708,0.071,0.103,0.067,0.0,0.221,0.137,0.001,494.475,0.016,0.285,26.178,0.01,220.319,56.974,0.019,3.087,990.911
3083,3083,3083,cream cheese light spiced,235.9,18.212,11.892,5.391,0.911,0.452,0.184,17.553,0.0,55.474,0.277,42.71,0.076,0.023,0.003,0.347,0.345,0.081,0.282,0.067,0.0,0.199,0.331,0.004,630.848,0.036,0.325,23.477,0.005,529.928,68.003,0.022,1.402,1024.06
3084,3084,3084,manchego curado with olive oil,117.7,7.843,4.494,2.769,0.235,0.783,0.01,10.993,0.0,116.368,1.385,36.617,0.044,0.015,0.007,0.433,0.389,0.185,0.222,0.033,0.0,0.323,0.173,0.003,433.669,0.035,0.251,19.934,0.006,530.305,92.519,0.041,1.481,1525.824
3085,3085,3085,urdă variety 5,215.3,14.058,6.481,4.288,0.815,0.964,0.535,21.23,0.0,79.217,0.325,53.327,0.082,0.022,0.048,0.218,0.248,0.066,0.178,0.076,0.0,0.025,0.046,0.005,234.054,0.021,0.226,24.039,0.013,458.815,58.772,0.021,1.973,1429.941
3086,3086,3086,provolone mild seasoned,98.3,4.719,3.539,1.17,0.236,1.643,0.519,12.315,0.0,40.986,2.042,15.409,0.052,0.022,0.006,0.218,0.282,0.0,0.447,0.065,0.0,0.224,0.197,0.002,427.956,0.032,0.144,16.905,0.012,197.492,132.261,0.078,6.844,2062.365
3087,3087,3087,organic swiss cooked,310.9,20.859,9.908,7.071,0.96,0.759,0.214,30.033,0.0,76.327,0.298,53.017,0.126,0.038,0.006,0.199,0.976,0.02,0.436,0.066,0.0,0.142,0.3,0.006,518.284,0.036,0.217,19.406,0.002,247.115,186.28,0.01,1.493,1433.846
3088,3088,3088,romano wedge seasoned,209.3,15.072,8.666,2.984,0.708,0.78,0.362,17.643,0.0,200.0,0.373,28.163,0.186,0.03,0.063,0.529,0.187,0.108,0.243,0.1,0.0,0.445,0.042,0.002,759.658,0.014,0.203,5.929,0.008,345.455,55.605,0.016,3.251,1316.869
3089,3089,3089,epoisses pureed,138.6,11.331,7.614,3.637,0.521,0.817,0.372,8.332,0.0,33.681,0.409,31.141,0.079,0.018,0.019,0.589,0.218,0.183,0.441,0.073,0.0,0.294,0.145,0.004,654.997,0.042,0.305,23.23,0.012,582.304,105.108,0.01,3.326,928.339
3090,3090,3090,mozzarella sticks salted,342.2,25.04,14.098,6.285,1.327,0.891,0.109,28.325,0.0,28.773,0.207,28.522,0.052,0.015,0.033,1.097,0.389,0.065,0.24,0.134,0.0,0.06,0.291,0.001,739.195,0.061,0.22,28.606,0.027,203.942,171.008,0.034,1.221,1178.544
3091,3091,3091,munster washed rind whole grain,293.5,21.645,12.662,6.558,1.19,0.713,0.595,23.957,0.0,66.913,1.207,41.769,0.233,0.02,0.069,0.182,0.42,0.064,0.284,0.028,0.0,0.119,0.171,0.004,600.448,0.024,0.26,23.881,0.008,299.91,84.413,0.062,1.823,1130.091
3092,3092,3092,lancashire crumbled standard,376.7,31.275,16.419,7.787,1.876,1.472,0.798,22.339,0.0,82.975,0.656,33.833,0.062,0.02,0.062,0.693,0.264,0.109,0.193,0.053,0.0,0.134,0.288,0.003,924.632,0.121,0.284,12.522,0.009,182.401,243.976,0.075,1.568,798.871
3093,3093,3093,camembert classic fortified,230.1,14.661,7.976,3.343,0.308,0.631,0.252,23.903,0.0,40.611,0.162,33.024,0.025,0.02,0.037,0.636,0.284,0.132,0.206,0.051,0.0,0.156,0.054,0.001,287.471,0.027,0.257,16.593,0.005,365.459,80.754,0.009,5.47,1500.503
3094,3094,3094,beaufort variety 2,325.9,30.445,18.693,7.459,1.248,0.781,0.296,12.19,0.0,17.401,1.045,41.186,0.04,0.034,0.038,0.743,0.21,0.126,0.133,0.069,0.0,0.151,0.295,0.002,378.377,0.061,0.312,26.254,0.012,460.474,88.518,0.008,2.943,246.18
3095,3095,3095,mozzarella sticks instant,125.7,7.596,5.568,2.013,0.357,2.633,1.427,11.696,0.0,68.074,0.626,38.878,0.156,0.017,0.02,0.62,0.124,0.036,0.484,0.034,0.0,0.68,0.164,0.001,909.473,0.043,0.272,10.512,0.012,103.735,121.991,0.008,5.111,1688.368
3096,3096,3096,cheese spread herb baked,331.3,28.747,17.766,9.314,2.817,1.476,0.223,16.662,0.0,38.915,0.26,38.421,0.108,0.013,0.027,0.89,0.274,0.155,0.125,0.013,0.0,0.332,0.225,0.003,529.914,0.015,0.029,27.454,0.015,266.287,34.719,0.014,1.782,501.356
3097,3097,3097,cottage cheese large curd standard,366.7,27.272,13.745,8.345,1.418,1.678,0.54,28.643,0.0,72.33,0.453,25.809,0.131,0.02,0.002,0.126,0.189,0.144,0.236,0.082,0.0,0.377,0.182,0.005,488.095,0.019,0.178,13.767,0.014,423.055,216.671,0.014,3.047,1057.256
3098,3098,3098,ricotta part skim ready to eat,265.8,20.988,13.726,6.128,0.735,1.23,1.037,17.991,0.0,25.448,0.725,50.329,0.039,0.042,0.024,0.344,0.265,0.111,0.327,0.025,0.0,0.293,0.03,0.002,424.704,0.031,0.194,22.293,0.003,355.887,64.313,0.019,6.042,788.873
3099,3099,3099,blue cheese crumbles with garlic,247.9,19.083,14.312,5.4,0.706,0.352,0.159,18.687,0.0,113.541,0.248,46.722,0.039,0.019,0.007,0.405,1.11,0.071,0.285,0.061,0.0,0.18,0.314,0.002,589.755,0.024,0.361,22.077,0.011,467.722,207.195,0.031,3.884,959.832
3100,3100,3100,halloumi grilled herbed,394.5,33.826,20.329,12.617,2.266,1.132,0.117,21.389,0.0,62.391,0.269,34.465,0.089,0.034,0.018,0.184,0.122,0.046,0.515,0.043,0.0,0.048,0.23,0.002,495.826,0.051,0.323,19.244,0.012,593.276,67.883,0.006,3.201,570.383
3101,3101,3101,bocconcini with spices,166.3,10.777,6.003,2.91,0.582,2.181,0.84,15.152,0.0,26.51,0.516,39.204,0.063,0.018,0.012,0.202,0.531,0.131,0.368,0.053,0.0,0.098,0.0,0.005,1300.0,0.013,0.003,25.238,0.019,258.997,266.024,0.021,0.718,1764.45
3102,3102,3102,ricotta part skim unsalted,361.5,32.043,18.425,8.459,1.442,0.718,0.119,17.569,0.0,81.157,0.216,29.433,0.016,0.029,0.215,0.137,0.173,0.099,0.382,0.058,0.0,0.746,0.125,0.003,509.496,0.01,0.187,22.483,0.002,259.819,248.282,0.009,2.662,490.981
3103,3103,3103,halloumi fresh classic,189.7,15.46,8.317,3.247,0.881,0.937,0.605,11.708,0.0,38.531,0.895,34.347,0.068,0.025,0.005,0.713,0.152,0.109,0.183,0.071,0.0,0.066,0.144,0.002,645.419,0.071,0.154,17.197,0.006,653.574,86.895,0.021,3.018,906.039
3104,3104,3104,stilton aged ready to eat,213.4,11.997,7.846,3.983,0.492,1.422,0.23,24.944,0.0,130.116,0.708,27.779,0.038,0.033,0.007,0.137,0.114,0.067,0.371,0.068,0.0,0.073,0.171,0.004,325.337,0.027,0.373,20.533,0.018,255.758,80.882,0.036,2.577,1726.537
3105,3105,3105,reduced fat cheddar with herbs,143.9,9.746,7.309,2.768,0.858,1.081,0.578,12.975,0.0,121.09,0.839,18.721,0.045,0.021,0.043,0.301,0.205,0.111,0.213,0.04,0.0,0.227,0.196,0.001,569.985,0.039,0.338,19.657,0.016,155.563,97.219,0.011,1.953,1376.086
3106,3106,3106,herbed brie canned,277.0,22.29,9.295,4.146,1.382,0.774,0.511,18.335,0.0,100.102,0.554,26.843,0.234,0.001,0.007,0.765,0.118,0.169,0.493,0.079,0.0,0.111,0.07,0.0,581.225,0.032,0.22,31.197,0.014,395.241,104.937,0.007,3.204,963.292
3107,3107,3107,pecorino romano standard,293.7,20.284,14.381,5.761,1.988,0.396,0.177,27.396,0.0,113.377,0.311,32.842,0.307,0.01,0.036,0.368,0.354,0.071,0.233,0.093,0.0,0.715,0.182,0.004,763.693,0.034,0.269,33.756,0.003,522.612,291.686,0.032,1.346,1323.464
3108,3108,3108,fresh burrata seasoned,495.4,41.154,24.61,12.346,2.922,0.734,0.303,30.515,0.0,69.269,0.267,44.287,0.065,0.021,0.012,0.637,0.186,0.098,0.301,0.044,0.0,0.047,0.269,0.003,419.847,0.029,0.284,37.245,0.001,415.055,78.992,0.041,1.295,663.726
3109,3109,3109,fontina val daosta frozen,235.5,18.901,11.038,4.045,0.699,1.314,0.0,15.038,0.0,52.101,0.712,48.608,0.103,0.025,0.006,0.305,0.134,0.091,0.53,0.104,0.0,0.377,0.232,0.002,692.583,0.021,0.417,26.643,0.015,287.335,79.422,0.009,1.338,917.412
3110,3110,3110,telemea grilled,453.4,36.091,24.109,8.987,1.371,1.639,0.518,30.507,0.0,107.279,1.41,33.377,0.057,0.018,0.027,0.389,0.12,0.054,0.313,0.105,0.0,0.237,0.293,0.004,461.504,0.018,0.237,29.854,0.004,439.97,75.682,0.019,1.726,736.198
3111,3111,3111,young fontina with garlic,319.0,19.356,9.775,6.155,0.987,1.441,0.288,34.77,0.0,27.105,1.055,33.217,0.036,0.033,0.013,0.83,0.298,0.004,0.364,0.031,0.0,0.075,0.0,0.001,418.19,0.031,0.215,27.064,0.001,152.246,345.891,0.014,3.266,1611.747
3112,3112,3112,triple cream camembert whole,167.9,8.765,5.855,2.822,0.105,1.591,0.0,20.666,0.0,65.73,0.304,41.686,0.14,0.025,0.015,0.283,0.278,0.087,0.152,0.066,0.0,0.173,0.182,0.002,452.864,0.02,0.286,16.512,0.01,263.765,57.849,0.014,3.506,1940.233
3113,3113,3113,scamorza whole,345.2,30.228,20.313,6.741,1.542,1.857,0.932,16.439,0.0,43.888,0.554,42.57,0.104,0.02,0.01,0.29,0.738,0.041,0.488,0.116,0.0,0.071,0.138,0.002,367.539,0.021,0.27,22.046,0.013,329.122,89.433,0.009,3.177,375.814
3114,3114,3114,munster washed rind enriched,314.5,29.961,14.531,9.258,1.648,0.505,0.174,10.703,0.0,46.336,0.841,34.868,0.052,0.016,0.016,0.5,0.426,0.038,0.34,0.02,0.0,0.462,0.045,0.005,801.399,0.019,0.147,4.833,0.001,310.487,110.046,0.031,2.171,384.763
3115,3115,3115,ossau iraty baked,242.1,16.826,7.976,4.425,0.875,1.167,0.686,21.503,0.0,60.644,0.415,44.397,0.153,0.017,0.121,0.493,0.265,0.084,0.345,0.086,0.0,0.216,0.222,0.001,328.954,0.019,0.225,10.945,0.0,200.131,130.522,0.048,4.018,1267.825
3116,3116,3116,spreadable cheese light whole,163.3,10.48,5.387,2.505,0.199,1.577,0.32,15.673,0.0,32.97,0.718,30.746,0.042,0.0,0.05,1.146,0.212,0.097,0.348,0.08,0.0,0.188,0.141,0.003,411.926,0.035,0.092,29.335,0.02,262.038,67.551,0.008,1.971,1473.032
3117,3117,3117,greek feta raw,420.7,43.032,23.323,11.877,1.764,0.86,0.336,7.483,0.0,128.373,0.157,45.553,0.096,0.019,0.007,1.066,0.295,0.098,0.289,0.088,0.0,0.1,0.342,0.007,428.036,0.065,0.141,10.885,0.007,411.513,88.405,0.02,2.838,0.0
3118,3118,3118,provolone mild premium,205.9,14.48,6.907,3.881,0.319,1.46,0.0,17.428,0.0,112.735,0.366,42.026,0.047,0.016,0.099,0.135,0.193,0.102,0.053,0.032,0.0,0.382,0.071,0.003,591.165,0.041,0.094,21.255,0.004,310.476,154.104,0.008,3.258,1324.746
3119,3119,3119,low moisture mozzarella salted,191.1,17.303,11.697,2.959,1.28,0.574,0.361,8.259,0.0,57.759,0.345,45.529,0.072,0.01,0.07,0.493,0.132,0.061,0.2,0.024,0.0,0.179,0.192,0.004,661.409,0.05,0.302,23.892,0.012,515.463,122.934,0.008,1.246,498.978
3120,3120,3120,brie classic canned,161.1,10.778,6.812,2.748,0.593,0.691,0.0,15.334,0.0,32.602,1.284,45.703,0.044,0.015,0.012,0.957,0.394,0.148,0.199,0.114,0.0,0.159,0.284,0.004,212.589,0.022,0.196,13.404,0.003,291.256,192.282,0.022,1.894,1314.557
3121,3121,3121,gouda aged prepared,230.7,20.088,9.321,5.404,0.221,1.932,0.539,10.554,0.0,47.502,0.421,50.23,0.004,0.011,0.211,0.993,0.32,0.112,0.272,0.018,0.0,0.14,0.185,0.005,586.737,0.031,0.132,15.995,0.001,379.046,52.969,0.012,4.112,609.627
3122,3122,3122,white cheddar steamed,247.2,20.232,12.746,6.677,1.275,0.356,0.111,15.932,0.0,56.738,0.445,24.857,0.091,0.027,0.013,0.56,0.176,0.111,0.485,0.047,0.0,0.078,0.271,0.002,333.557,0.019,0.221,20.116,0.016,408.815,159.34,0.015,3.147,741.839
