,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
854,854,854,teff cooked classic,236.0,1.792,0.418,0.254,0.649,49.425,4.708,5.531,2.863,0.0,0.038,12.964,0.005,0.146,0.013,0.0,0.138,2.386,0.75,0.144,0.465,0.0,0.653,0.001,37.46,0.205,2.252,75.171,2.12,125.804,132.377,0.002,0.927,594.181
855,855,855,granola with nuts ready to eat,340.0,6.053,0.569,1.913,1.368,61.997,9.333,9.391,3.289,0.0,0.012,9.312,0.0,0.494,0.004,0.0,0.059,1.874,0.086,0.093,0.079,0.0,0.474,0.001,48.566,0.289,0.993,67.855,1.535,75.305,570.677,0.031,2.568,450.227
856,856,856,angel hair cooked natural,309.3,5.181,1.057,1.171,2.435,56.3,1.27,9.379,4.555,0.0,0.022,8.007,0.001,0.187,0.023,0.0,0.1,1.855,0.857,0.127,0.171,0.0,0.085,0.003,37.524,0.27,1.676,95.333,0.771,108.591,230.881,0.012,1.748,729.104
857,857,857,pretzel soft spiced,211.7,0.602,0.092,0.048,0.131,47.081,5.414,4.497,2.613,0.0,0.015,2.937,0.0,0.358,0.023,0.0,0.023,3.896,1.474,0.198,0.058,0.0,0.804,0.004,99.307,0.062,4.261,47.5,1.103,122.226,632.293,0.009,2.124,771.698
858,858,858,teff porridge grilled,192.8,0.803,0.038,0.202,0.333,38.817,1.819,7.581,5.196,0.0,0.005,6.869,0.001,0.066,0.04,0.0,0.017,1.399,0.498,0.454,0.21,0.0,0.61,0.002,42.155,0.093,1.502,50.728,2.838,119.028,203.171,0.028,1.593,1069.826
859,859,859,injera traditional ancient grain,273.7,1.235,0.173,0.357,0.484,56.606,3.663,9.028,6.466,0.0,0.006,12.047,0.0,0.162,0.043,0.0,0.12,2.62,0.639,0.149,0.0,0.0,0.281,0.004,32.738,0.212,1.066,77.203,2.203,257.414,96.329,0.096,0.66,813.361
860,860,860,corn tortilla standard,236.8,1.798,0.412,0.575,0.737,40.933,0.768,14.212,1.224,0.0,0.008,12.95,0.0,0.287,0.012,0.0,0.128,1.883,1.322,0.327,0.0,0.0,0.312,0.0,32.028,0.166,5.018,90.473,0.969,232.96,322.593,0.017,0.71,1423.557
861,861,861,millet flour sliced,290.2,1.386,0.247,0.331,0.685,62.189,12.359,7.231,8.504,0.0,0.009,9.425,0.001,0.585,0.005,0.0,0.034,3.064,0.535,0.281,0.0,0.0,0.997,0.002,148.32,0.178,4.493,15.815,2.099,154.726,128.267,0.013,0.954,838.524
862,862,862,pretzel nuggets spiced,302.8,4.036,0.71,1.215,1.376,48.791,3.25,17.834,1.183,0.0,0.017,22.471,0.001,0.379,0.009,0.0,0.147,1.894,0.662,0.165,0.0,0.0,0.453,0.001,9.428,0.077,2.007,36.448,2.597,95.768,320.859,0.007,1.891,1041.13
863,863,863,instant oats cooked deluxe,297.1,3.149,0.699,0.923,1.108,62.379,1.049,4.815,4.914,0.0,0.013,13.741,0.001,0.109,0.004,0.0,0.064,1.296,0.46,0.177,0.643,0.0,0.131,0.003,65.737,0.168,1.921,111.204,1.009,127.114,328.531,0.051,2.781,569.125
864,864,864,muesli plain unsalted,432.3,9.277,1.197,2.616,4.165,72.226,0.537,14.969,2.313,0.0,0.005,11.545,0.001,0.458,0.033,0.0,0.056,3.049,0.396,0.115,0.104,0.0,0.643,0.003,7.013,0.115,0.498,36.866,2.063,183.18,148.512,0.006,0.524,613.442
865,865,865,flatbread whole,253.6,1.201,0.28,0.513,0.398,54.597,3.176,6.11,1.975,0.0,0.003,15.281,0.001,0.385,0.016,0.0,0.046,2.825,0.492,0.107,0.235,0.0,1.138,0.003,51.214,0.174,0.896,82.849,1.785,170.924,325.379,0.048,1.136,483.64
866,866,866,whole wheat couscous variety 1,241.4,2.451,0.684,0.581,0.86,50.526,8.762,4.305,4.61,0.0,0.013,1.856,0.0,0.284,0.019,0.0,0.064,5.082,0.074,0.236,0.165,0.0,0.697,0.003,35.159,0.238,1.869,37.578,0.64,95.658,466.086,0.051,0.96,441.917
867,867,867,oat bran cooked unsalted,265.9,0.895,0.324,0.222,0.471,60.39,1.951,4.083,1.483,0.0,0.003,15.558,0.0,0.198,0.007,0.0,0.042,1.318,0.265,0.1,0.237,0.0,0.504,0.001,6.284,0.349,1.337,41.051,1.838,202.306,216.682,0.025,10.003,363.079
868,868,868,bran flakes cereal seasoned,290.8,1.837,0.176,0.722,0.676,59.205,3.21,9.367,1.517,0.0,0.006,15.72,0.0,0.338,0.042,0.0,0.102,5.619,0.319,0.083,0.0,0.0,0.101,0.008,8.403,0.213,1.014,19.921,1.746,143.144,185.002,0.019,2.718,578.955
869,869,869,instant oats cooked canned,443.6,1.932,0.587,0.576,0.908,90.0,2.432,16.557,7.268,0.0,0.021,11.212,0.001,0.233,0.02,0.0,0.069,1.847,0.327,0.664,0.199,0.0,0.573,0.001,47.816,0.175,6.807,77.872,1.62,162.214,90.207,0.008,1.786,1066.734
870,870,870,barley hulled cooked whole grain,280.5,3.86,0.413,0.857,1.089,54.754,2.365,6.682,0.631,0.0,0.007,14.647,0.001,0.454,0.015,0.0,0.027,2.874,0.247,0.18,0.046,0.0,0.653,0.001,33.069,0.281,2.169,168.232,3.014,95.153,133.383,0.016,1.312,510.187
871,871,871,polenta cooked traditional,256.2,0.518,0.094,0.127,0.26,56.977,0.824,5.92,3.152,0.0,0.027,14.973,0.0,0.261,0.01,0.0,0.028,0.751,0.186,0.198,0.069,0.0,0.371,0.001,35.342,0.612,3.41,95.681,0.656,166.922,168.044,0.038,0.723,772.886
872,872,872,brown rice cooked natural,331.3,2.122,0.567,0.533,0.845,58.827,8.634,19.23,0.971,0.0,0.025,16.967,0.002,0.243,0.009,0.0,0.024,1.036,0.622,0.117,0.075,0.0,0.298,0.004,78.837,0.277,2.599,20.348,3.411,73.49,173.589,0.017,0.651,970.205
873,873,873,wheat germ toasted quick cook,353.4,5.466,1.869,1.328,2.143,67.123,7.087,8.925,2.622,0.0,0.006,19.325,0.005,0.23,0.039,0.0,0.051,2.087,0.895,0.063,0.0,0.0,0.802,0.003,16.071,0.193,2.907,35.265,3.959,166.575,157.095,0.079,2.062,498.63
874,874,874,dinner roll sweetened,302.9,1.994,0.215,0.628,0.851,65.695,1.841,5.556,1.004,0.0,0.025,6.526,0.001,0.093,0.008,0.0,0.022,1.25,0.352,0.102,0.0,0.0,0.354,0.004,38.823,0.243,13.76,66.34,1.479,101.922,97.433,0.013,1.929,1209.917
875,875,875,kettle corn light,359.9,1.358,0.397,0.539,0.588,84.724,2.89,2.198,3.214,0.0,0.004,14.433,0.0,0.1,0.007,0.0,0.053,2.653,0.276,0.149,0.334,0.0,0.96,0.003,18.165,0.368,1.242,75.239,0.906,81.049,292.46,0.016,0.655,222.787
876,876,876,red rice cooked with salt,242.4,0.386,0.042,0.114,0.19,46.157,2.757,13.571,0.478,0.0,0.014,7.398,0.0,0.088,0.031,0.0,0.055,3.17,0.307,0.214,0.116,0.0,0.179,0.001,21.013,0.611,4.331,49.787,1.503,233.876,229.141,0.011,1.858,1215.046
877,877,877,farro cooked classic,299.4,3.549,0.88,0.635,1.246,55.529,1.468,11.339,5.387,0.0,0.004,7.084,0.001,0.202,0.016,0.0,0.108,1.353,0.248,0.238,0.516,0.0,0.147,0.004,26.288,0.198,2.32,36.076,0.477,194.38,355.437,0.005,0.825,934.386
878,878,878,amaranth flour variety 5,394.4,0.288,0.052,0.073,0.071,90.0,2.677,7.95,5.043,0.0,0.017,13.477,0.0,0.276,0.014,0.0,0.051,2.345,0.555,0.415,0.279,0.0,1.346,0.001,6.168,0.038,1.737,51.686,2.353,129.51,620.666,0.01,2.614,524.923
879,879,879,glass noodles cooked boiled,335.1,1.291,0.327,0.234,0.564,72.484,39.329,8.384,3.501,0.0,0.007,13.581,0.005,0.11,0.045,0.0,0.036,3.105,0.283,0.137,0.0,0.0,0.457,0.003,17.114,0.197,3.237,67.069,1.421,188.893,110.23,0.012,1.313,10.967
880,880,880,waffle homemade spiced,213.9,2.473,0.584,0.772,1.293,43.4,4.362,4.505,1.404,0.0,0.007,7.476,0.005,0.352,0.037,0.0,0.041,2.319,0.572,0.161,0.385,0.0,1.334,0.002,4.021,0.192,2.686,85.769,3.134,85.965,132.04,0.006,3.662,527.797
881,881,881,barley flour classic,341.9,1.177,0.31,0.358,0.437,78.204,2.097,4.629,3.163,0.0,0.005,7.612,0.003,0.22,0.085,0.0,0.037,4.666,0.766,0.127,0.183,0.0,1.593,0.004,13.877,0.338,2.1,75.633,5.081,139.622,78.403,0.018,1.321,410.746
882,882,882,cornmeal dry dried,295.9,4.987,0.773,1.077,3.047,55.28,8.807,7.483,2.05,0.0,0.006,7.322,0.003,0.057,0.026,0.0,0.04,2.662,0.36,0.197,0.307,0.0,0.403,0.003,63.659,0.292,1.44,75.923,0.621,131.732,129.492,0.021,2.08,404.896
883,883,883,waffle homemade ancient grain,343.1,2.209,0.177,0.504,0.594,75.834,5.246,4.973,5.365,0.0,0.007,1.0,0.001,0.18,0.03,0.0,0.032,8.062,0.422,0.323,0.0,0.0,0.601,0.001,81.583,0.307,1.191,41.447,2.294,113.617,465.358,0.004,2.864,412.132
884,884,884,pita bread whole wheat variety 5,273.9,0.764,0.073,0.238,0.211,60.544,1.25,6.215,2.106,0.0,0.001,1.256,0.0,0.689,0.018,0.0,0.116,1.982,0.707,0.15,0.031,0.0,2.617,0.003,30.298,0.66,3.081,52.651,0.664,104.715,224.196,0.006,0.984,659.853
885,885,885,barley flour extra,296.1,1.283,0.335,0.421,0.589,63.286,5.354,7.861,6.418,0.0,0.006,10.774,0.003,0.487,0.021,0.0,0.025,2.847,0.386,0.207,0.247,0.0,0.374,0.002,41.019,0.1,1.596,35.584,2.046,179.677,277.532,0.023,1.398,687.888
886,886,886,fettuccine cooked original,249.1,1.039,0.231,0.159,0.357,52.403,1.525,7.53,3.37,0.0,0.011,4.907,0.001,0.253,0.009,0.0,0.025,2.696,0.4,0.129,0.006,0.0,0.296,0.002,10.938,0.219,0.752,36.978,1.504,291.441,463.536,0.009,1.134,665.793
887,887,887,ramen noodles dry grilled,218.8,0.372,0.057,0.184,0.098,36.604,12.651,17.271,2.477,0.0,0.009,5.617,0.003,0.571,0.018,0.0,0.024,3.903,1.114,0.433,0.193,0.0,1.243,0.003,18.635,0.19,2.749,81.7,0.873,60.427,66.989,0.032,2.801,1309.665
888,888,888,whole grain bread variety 3,258.7,2.5,0.74,0.797,1.323,55.927,10.659,3.133,6.482,0.0,0.028,12.458,0.001,0.121,0.022,0.0,0.04,1.331,0.224,0.137,0.0,0.0,0.385,0.001,11.082,0.252,0.996,71.178,1.34,160.401,439.389,0.014,1.23,304.772
889,889,889,farro cooked fortified,367.0,2.538,0.386,0.376,1.429,77.708,0.511,8.322,2.932,0.0,0.004,12.821,0.001,0.2,0.051,0.0,0.045,1.33,0.547,0.315,0.189,0.0,0.404,0.002,8.31,0.042,7.057,51.811,0.987,244.724,178.046,0.013,1.386,829.332
890,890,890,quinoa red cooked traditional,233.2,2.317,0.387,0.496,0.95,44.365,6.821,8.715,1.01,0.0,0.005,7.157,0.0,0.231,0.015,0.0,0.032,1.798,0.367,0.131,0.0,0.0,1.018,0.001,41.747,0.152,0.652,56.175,2.251,224.089,170.533,0.025,1.547,531.38
891,891,891,teff cooked with garlic,378.8,0.78,0.027,0.291,0.212,90.0,4.95,2.934,1.71,0.0,0.014,18.413,0.004,0.178,0.013,0.0,0.05,3.601,0.289,0.176,0.288,0.0,0.272,0.004,21.309,0.256,1.758,23.361,0.966,135.915,146.437,0.017,1.289,197.964
892,892,892,amaranth flakes regular,237.7,10.278,0.565,2.857,6.722,30.6,10.478,5.702,1.581,0.0,0.045,7.97,0.0,0.261,0.05,0.0,0.062,3.591,0.481,0.219,0.203,0.0,0.815,0.0,20.892,0.271,1.129,32.458,0.816,179.963,178.861,0.022,3.753,283.859
893,893,893,barley hulled cooked raw,209.4,0.739,0.179,0.2,0.346,42.839,0.949,7.856,2.297,0.0,0.015,10.33,0.0,0.254,0.03,0.0,0.091,5.342,2.208,0.116,0.319,0.0,0.373,0.003,19.416,0.181,1.252,36.983,2.075,136.787,135.614,0.016,1.75,827.914
894,894,894,whole wheat tortilla salted,319.0,4.798,0.633,1.66,2.346,64.035,3.286,4.925,4.384,0.0,0.032,18.238,0.001,0.134,0.05,0.0,0.115,1.602,0.781,0.18,0.143,0.0,1.891,0.001,7.692,0.366,0.872,32.371,0.72,329.727,163.014,0.005,2.527,391.753
895,895,895,pretzel sticks whole grain,307.5,2.711,0.77,0.632,0.846,56.474,11.39,14.299,1.076,0.0,0.008,7.015,0.004,0.172,0.023,0.0,0.071,2.261,0.077,0.108,0.359,0.0,0.61,0.003,4.107,0.856,1.456,35.557,1.208,179.134,111.501,0.002,1.212,641.829
896,896,896,millet flour organic,169.2,0.426,0.078,0.1,0.212,35.267,9.307,6.069,1.856,0.0,0.012,1.0,0.0,0.349,0.02,0.0,0.084,2.295,0.193,0.132,0.049,0.0,0.171,0.002,36.159,0.196,3.154,22.189,1.465,291.611,195.333,0.029,3.96,762.297
897,897,897,instant oats cooked serving size large,126.3,1.393,0.411,0.522,0.642,22.858,8.161,5.584,1.25,0.0,0.009,1.0,0.002,0.611,0.022,0.0,0.044,0.831,0.442,0.253,0.285,0.0,0.35,0.003,33.577,0.2,1.488,86.252,2.435,109.125,110.32,0.008,5.079,673.841
898,898,898,millet cooked natural,216.7,2.138,0.37,0.622,0.911,39.983,3.439,9.378,5.754,0.0,0.003,12.148,0.002,0.107,0.023,0.0,0.064,3.034,0.286,0.131,0.174,0.0,0.627,0.009,29.748,0.183,1.532,46.965,0.9,112.974,323.248,0.009,1.794,1056.16
899,899,899,amaranth popped homestyle,313.3,0.745,0.173,0.218,0.402,72.078,1.817,4.571,2.361,0.0,0.007,6.181,0.001,0.417,0.034,0.0,0.075,2.662,0.516,0.184,0.0,0.0,0.568,0.006,85.245,0.21,0.549,36.73,0.557,185.694,167.319,0.022,1.813,341.467
900,900,900,crescent roll processed,399.6,15.295,3.411,5.69,4.711,59.753,3.546,5.729,4.852,0.0,0.004,6.759,0.002,0.67,0.01,0.0,0.101,2.501,1.106,0.195,0.0,0.0,0.261,0.001,235.517,0.344,0.891,71.879,1.605,201.4,216.787,0.005,0.675,345.309
901,901,901,pretzel soft serving size small,384.9,5.837,1.611,1.996,1.839,78.14,1.372,4.944,6.845,0.0,0.014,9.357,0.001,0.316,0.004,0.0,0.099,2.857,0.435,0.338,0.0,0.0,1.699,0.005,18.088,0.136,1.931,64.781,1.219,124.674,88.279,0.065,1.685,468.15
902,902,902,cornmeal dry instant,338.4,4.658,0.699,1.453,2.487,69.09,2.669,5.028,1.588,0.0,0.005,5.263,0.003,0.161,0.022,0.0,0.057,4.632,0.276,0.108,0.178,0.0,1.483,0.003,14.767,0.399,0.743,49.678,1.028,189.383,211.706,0.011,1.016,278.651
903,903,903,black rice cooked standard,314.7,3.545,0.851,1.056,0.684,67.339,1.431,3.356,5.475,0.0,0.016,22.164,0.001,0.392,0.037,0.0,0.057,1.458,0.29,0.117,0.006,0.0,1.394,0.0,6.596,0.324,4.909,41.926,1.23,197.521,179.595,0.011,2.926,644.174
904,904,904,ezekiel bread variety 2,232.3,0.994,0.156,0.344,0.441,43.081,2.869,12.757,6.455,0.0,0.005,10.194,0.002,0.116,0.013,0.0,0.025,5.222,0.362,0.06,0.305,0.0,0.104,0.003,79.584,0.554,0.882,34.697,1.091,160.369,50.92,0.012,3.232,1238.6
905,905,905,arborio rice cooked choice,309.5,0.283,0.03,0.067,0.126,69.258,1.33,7.475,3.189,0.0,0.063,15.384,0.0,0.205,0.014,0.0,0.039,2.275,0.513,0.398,0.0,0.0,1.226,0.002,15.879,0.131,1.453,38.677,1.229,129.087,115.069,0.072,2.886,581.513
906,906,906,rolled oats dry diced,231.4,1.343,0.214,0.301,0.338,48.511,0.41,6.321,1.448,0.0,0.004,1.364,0.0,0.176,0.062,0.0,0.056,3.349,0.425,0.241,0.084,0.0,0.917,0.002,7.406,0.128,1.309,51.923,2.012,294.647,319.579,0.02,1.214,610.547
907,907,907,granola low fat with salt,296.7,1.998,0.37,0.613,1.027,60.013,13.696,9.678,4.235,0.0,0.019,8.398,0.001,0.195,0.009,0.0,0.074,1.793,0.295,0.104,0.0,0.0,0.387,0.001,19.916,0.284,1.481,55.206,1.48,200.132,270.375,0.021,1.604,511.443
908,908,908,fusilli cooked choice,230.2,0.585,0.057,0.145,0.329,52.88,3.349,3.359,1.167,0.0,0.031,13.854,0.0,0.182,0.009,0.0,0.138,1.51,1.114,0.23,0.118,0.0,0.485,0.002,27.808,0.099,1.692,30.506,2.525,338.684,165.716,0.072,1.444,362.722
909,909,909,soba noodles cooked classic,136.0,1.13,0.236,0.158,0.357,26.574,0.872,4.881,3.129,0.0,0.003,4.395,0.001,0.321,0.022,0.0,0.038,3.075,0.773,0.274,0.567,0.0,0.338,0.002,55.126,0.142,0.837,47.204,1.21,102.468,238.395,0.046,1.181,961.824
910,910,910,focaccia low sodium,236.9,3.772,0.554,0.532,1.324,37.891,0.917,12.853,2.901,0.0,0.022,11.416,0.001,0.215,0.008,0.0,0.063,2.859,0.233,0.103,0.292,0.0,0.543,0.001,33.818,0.202,0.974,53.547,1.345,186.198,71.654,0.008,5.573,1069.208
911,911,911,bagel everything organic,146.3,1.04,0.193,0.306,0.374,27.52,5.292,6.712,5.304,0.0,0.005,8.629,0.001,0.215,0.022,0.0,0.103,1.243,0.623,0.09,0.062,0.0,1.814,0.005,30.814,0.113,1.948,57.621,1.805,321.263,209.63,0.011,2.341,1225.517
912,912,912,rolled oats dry original,195.5,0.634,0.087,0.107,0.113,42.665,4.571,4.793,4.219,0.0,0.009,11.138,0.001,0.435,0.021,0.0,0.028,2.869,0.578,0.203,0.062,0.0,0.161,0.003,75.083,1.008,4.251,79.097,2.556,154.733,460.532,0.031,1.271,973.63
913,913,913,granola with nuts deluxe,359.9,2.035,0.187,0.476,0.971,83.102,0.517,2.301,0.537,0.0,0.025,11.144,0.0,0.178,0.047,0.0,0.183,7.899,0.538,0.058,0.136,0.0,0.889,0.005,10.821,0.148,1.402,68.662,2.142,160.617,211.681,0.048,2.213,188.496
914,914,914,white rice flour variety 4,270.7,3.454,0.497,1.171,1.42,56.993,1.293,2.915,2.722,0.0,0.003,12.132,0.001,0.059,0.052,0.0,0.043,3.234,0.624,0.065,0.155,0.0,1.165,0.001,9.565,0.104,1.892,131.559,0.358,241.289,426.757,0.007,3.58,393.37
915,915,915,teff porridge natural,251.4,1.927,0.397,0.459,0.318,48.558,1.688,9.947,2.559,0.0,0.01,2.871,0.001,0.16,0.002,0.0,0.024,1.646,1.032,0.13,0.017,0.0,0.69,0.004,38.594,0.197,4.474,32.488,1.025,93.803,125.623,0.042,2.105,1070.635
916,916,916,angel hair cooked select,362.0,0.906,0.216,0.236,0.469,83.94,2.15,4.518,4.186,0.0,0.011,4.118,0.003,0.078,0.012,0.0,0.038,1.525,0.203,0.15,0.0,0.0,0.395,0.003,59.284,0.241,1.004,64.495,1.642,139.546,466.243,0.018,2.049,366.615
917,917,917,udon noodles cooked variety 2,271.0,1.084,0.1,0.164,0.533,58.452,1.465,6.851,1.599,0.0,0.002,9.314,0.0,0.337,0.008,0.0,0.077,4.493,0.852,0.326,0.0,0.0,0.271,0.001,20.712,0.652,5.642,54.898,0.858,170.714,350.422,0.054,0.874,862.402
918,918,918,ramen cooked unsalted,219.2,3.978,0.609,0.879,1.933,40.371,5.431,5.48,1.964,0.0,0.015,15.696,0.002,0.052,0.019,0.0,0.079,2.181,0.343,0.36,0.269,0.0,0.223,0.004,12.884,0.375,0.587,60.018,0.74,269.51,101.746,0.023,1.191,397.348
919,919,919,bread crumbs plain multigrain,264.0,1.961,0.094,0.435,0.808,57.419,0.88,4.157,0.652,0.0,0.01,8.568,0.0,0.238,0.055,0.0,0.093,1.36,0.34,0.448,0.227,0.0,0.986,0.006,56.153,0.44,1.766,80.28,1.119,90.473,284.051,0.005,2.144,411.251
920,920,920,teff porridge prepared,420.5,4.621,1.285,1.04,1.539,90.0,3.163,4.729,3.702,0.0,0.023,7.362,0.005,0.129,0.013,0.0,0.061,3.613,0.468,0.1,0.337,0.0,0.329,0.005,12.812,0.12,1.065,62.307,0.825,169.432,202.52,0.02,0.738,270.699
921,921,921,seasoned breadcrumbs low sodium,271.0,2.696,0.402,0.585,1.604,55.919,1.344,5.756,3.405,0.0,0.044,15.9,0.006,0.22,0.019,0.0,0.175,2.114,0.36,0.078,0.0,0.0,1.18,0.003,55.251,0.211,2.931,43.996,1.471,213.982,281.799,0.027,1.355,681.609
922,922,922,teff porridge cooked,198.6,1.511,0.254,0.354,0.621,42.21,40.0,4.049,0.655,0.0,0.007,9.431,0.006,0.144,0.02,0.0,0.123,2.104,0.465,0.122,0.0,0.0,1.951,0.004,27.958,0.13,12.97,46.964,0.708,234.147,165.682,0.005,2.899,464.495
923,923,923,naan bread with herbs,294.2,3.97,0.683,1.048,1.421,43.415,4.515,21.214,3.162,0.0,0.018,7.777,0.002,0.253,0.01,0.0,0.028,2.577,0.356,0.434,0.202,0.0,1.08,0.007,37.116,0.19,0.719,87.811,0.801,77.921,305.062,0.01,1.114,1232.384
924,924,924,amaranth flour variety 1,303.1,2.236,0.094,0.541,0.818,64.248,4.728,6.504,8.394,0.0,0.007,25.936,0.001,0.104,0.017,0.0,0.043,0.69,0.439,0.241,0.012,0.0,0.243,0.004,28.898,0.352,5.589,76.919,2.486,189.737,341.758,0.02,0.99,956.08
925,925,925,popcorn butter microwave high protein,390.4,1.541,0.314,0.408,0.549,89.79,3.517,4.332,1.752,0.0,0.038,12.081,0.0,0.098,0.006,0.0,0.022,2.414,1.973,0.183,0.171,0.0,0.465,0.006,15.655,0.06,1.5,113.224,2.509,201.246,96.015,0.045,0.982,251.835
926,926,926,corn tortilla artisan,263.6,1.313,0.263,0.305,0.603,56.533,14.467,6.406,3.598,0.0,0.043,14.205,0.001,0.711,0.023,0.0,0.061,5.842,0.861,0.132,0.139,0.0,0.154,0.009,8.661,0.237,2.162,45.679,0.692,128.089,349.928,0.023,1.216,383.069
927,927,927,lasagna cooked herbed,354.0,0.841,0.197,0.272,0.325,83.206,23.439,3.4,4.05,0.0,0.02,4.776,0.0,0.196,0.016,0.0,0.158,4.122,0.099,0.183,0.17,0.0,0.959,0.001,6.632,0.317,2.224,63.776,0.984,198.519,181.07,0.023,1.768,17.346
928,928,928,wheat germ toasted variety 2,407.3,2.238,0.358,0.855,0.873,85.49,6.898,11.31,3.025,0.0,0.023,1.0,0.002,0.142,0.003,0.0,0.064,1.318,3.219,0.193,0.0,0.0,0.299,0.0,18.484,0.639,0.93,36.228,1.562,199.045,127.324,0.054,0.38,474.065
929,929,929,bulgur cooked grilled,324.5,2.072,0.369,0.783,0.835,69.741,1.291,6.718,5.633,0.0,0.005,1.0,0.001,0.098,0.043,0.0,0.133,5.274,1.267,0.263,0.426,0.0,0.455,0.001,11.728,0.157,5.138,94.358,0.933,167.955,612.759,0.017,2.237,828.771
930,930,930,angel hair cooked variety 1,227.5,0.546,0.062,0.145,0.222,52.404,4.488,3.253,4.536,0.0,0.025,9.664,0.0,0.155,0.002,0.0,0.029,3.217,0.637,0.15,0.179,0.0,1.091,0.006,12.532,0.456,0.753,40.861,0.809,263.302,187.559,0.017,1.286,419.677
931,931,931,quinoa flakes light,369.5,0.967,0.245,0.368,0.333,81.506,1.225,8.703,6.502,0.0,0.041,11.864,0.002,0.258,0.033,0.0,0.136,1.83,0.28,0.301,0.058,0.0,0.433,0.001,127.737,0.248,0.888,24.128,1.28,89.979,780.777,0.006,2.792,638.855
932,932,932,israeli couscous baked,388.0,4.266,0.218,1.028,1.476,72.795,3.227,14.608,3.633,0.0,0.023,9.562,0.001,0.127,0.011,0.0,0.073,2.859,0.64,0.108,0.017,0.0,0.171,0.017,51.044,0.271,4.638,258.691,1.183,99.787,277.147,0.013,0.426,910.04
933,933,933,pita bread whole wheat standard,287.6,3.081,0.665,0.733,0.992,59.331,8.419,5.645,9.205,0.0,0.023,4.39,0.002,0.481,0.049,0.0,0.073,1.591,0.183,0.041,0.0,0.0,0.35,0.008,39.116,0.673,3.177,40.102,0.772,76.752,424.596,0.029,2.176,735.797
934,934,934,pad thai noodles dry shredded,366.2,1.044,0.0,0.255,0.457,80.262,1.213,8.951,3.32,0.0,0.048,10.844,0.001,0.17,0.044,0.0,0.048,5.861,0.535,0.657,0.0,0.0,1.073,0.001,19.751,0.197,2.582,65.161,2.6,211.563,106.348,0.008,0.932,625.336
935,935,935,lasagna cooked sliced,382.8,0.266,0.043,0.08,0.087,90.0,1.703,5.092,1.18,0.0,0.014,10.411,0.001,0.163,0.022,0.0,0.05,5.934,0.549,0.08,0.0,0.0,0.13,0.008,12.112,0.214,1.075,16.169,1.437,187.019,177.498,0.016,1.189,280.927
936,936,936,popcorn cheese standard,270.6,1.348,0.264,0.278,0.596,59.254,3.002,5.375,2.527,0.0,0.012,15.158,0.001,0.152,0.061,0.0,0.044,2.351,1.228,0.084,0.0,0.0,1.323,0.003,16.494,0.357,2.201,110.148,0.562,137.184,115.597,0.008,1.076,523.058
937,937,937,buckwheat flour smoked,306.4,3.23,0.394,0.93,1.172,59.858,2.073,9.479,0.915,0.0,0.006,12.341,0.0,0.527,0.002,0.0,0.053,4.079,0.746,0.232,0.0,0.0,0.642,0.0,16.763,0.101,2.475,16.115,1.983,97.063,190.386,0.009,1.398,645.872
938,938,938,amaranth cooked diced,392.3,1.29,0.255,0.396,0.611,90.0,0.998,5.183,13.964,0.0,0.019,12.289,0.001,0.249,0.016,0.0,0.085,1.165,2.27,0.179,0.107,0.0,0.425,0.006,3.322,0.103,3.242,61.485,0.762,102.888,413.559,0.017,1.162,784.572
939,939,939,popcorn butter microwave boiled,340.8,4.117,0.988,1.301,1.614,59.756,1.191,16.179,1.12,0.0,0.023,17.219,0.001,0.304,0.007,0.0,0.319,3.139,0.874,0.341,0.402,0.0,0.156,0.001,25.161,0.332,2.153,20.368,1.101,116.018,97.964,0.015,1.847,889.469
940,940,940,jasmine rice cooked roasted,256.8,2.148,0.372,0.713,1.134,52.491,1.45,6.87,2.433,0.0,0.017,5.842,0.003,0.106,0.02,0.0,0.144,2.344,1.554,0.29,0.15,0.0,0.243,0.002,22.075,0.15,1.627,51.51,0.463,234.99,162.874,0.017,0.392,631.02
941,941,941,popcorn air popped original,252.6,1.045,0.168,0.162,0.467,51.347,1.133,9.459,3.739,0.0,0.032,12.592,0.0,0.768,0.012,0.0,0.067,2.816,0.272,0.192,0.13,0.0,0.054,0.001,12.181,0.215,3.323,72.589,5.3,135.456,430.609,0.068,1.735,1012.528
942,942,942,penne cooked variety 1,426.2,6.279,1.231,2.279,3.033,84.955,5.073,7.47,7.462,0.0,0.02,10.087,0.001,0.294,0.033,0.0,0.081,2.152,0.275,0.21,0.045,0.0,0.63,0.018,17.595,0.058,3.807,75.444,2.228,150.286,301.967,0.061,1.095,578.169
943,943,943,grits cooked salted,335.5,11.672,3.292,2.801,4.389,52.57,6.568,5.044,3.091,0.0,0.016,13.375,0.004,0.302,0.004,0.0,0.054,1.898,0.398,0.12,0.016,0.0,0.617,0.005,10.471,0.087,0.433,22.918,1.936,155.859,109.562,0.026,1.193,183.552
