,Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
2637,2637,2637,smoothie green spinach banana chopped,42.6,0.804,0.437,0.175,0.189,7.954,5.297,0.897,0.243,1.667,0.004,87.215,0.002,0.035,0.003,0.045,0.079,0.03,0.37,0.011,2.735,0.001,0.34,0.001,6.286,0.003,0.168,7.298,0.017,16.908,56.203,0.002,0.113,0.0
2638,2638,2638,wine port fortified low sodium,33.1,1.122,0.608,0.109,0.249,5.307,4.076,0.443,0.099,4.373,0.026,97.388,0.001,0.084,0.002,0.022,0.008,0.016,0.06,0.04,1.323,0.001,0.22,0.0,4.628,0.019,0.079,8.988,0.164,19.756,73.037,0.002,0.022,0.0
2639,2639,2639,white tea plain,45.0,0.403,0.204,0.139,0.064,10.039,7.298,0.301,0.1,1.995,0.083,89.439,0.003,0.015,0.031,0.017,0.014,0.06,0.018,0.239,2.37,0.006,0.178,0.0,12.143,0.027,0.037,7.738,0.037,7.963,70.203,0.0,0.086,0.0
2640,2640,2640,mango juice unsalted,33.9,1.808,1.027,0.533,0.34,4.211,3.769,0.187,0.061,1.929,0.022,87.057,0.004,0.004,0.005,0.011,0.056,0.449,0.027,0.018,2.816,0.002,0.214,0.003,22.624,0.015,0.114,9.352,0.018,22.642,125.069,0.0,0.031,0.0
2641,2641,2641,white tea sweetened,60.3,0.43,0.233,0.086,0.075,13.936,11.609,0.175,0.058,2.86,0.008,91.944,0.004,0.016,0.004,0.16,0.045,0.05,0.029,0.017,6.415,0.004,0.034,0.003,3.234,0.016,0.369,36.007,0.042,9.443,89.632,0.001,0.008,0.0
2642,2642,2642,smoothie green spinach banana with spices,19.1,0.616,0.413,0.069,0.077,2.66,2.612,0.73,0.055,0.636,0.045,81.308,0.001,0.037,0.001,0.009,0.119,0.064,0.059,0.009,1.388,0.003,0.023,0.011,8.514,0.01,0.05,6.16,0.041,10.635,68.38,0.0,0.117,0.0
2643,2643,2643,cappuccino unsalted,80.2,0.86,0.586,0.323,0.0,16.561,15.981,1.547,0.063,0.404,0.016,87.875,0.021,0.058,0.022,0.009,0.201,0.036,0.083,0.014,4.082,0.068,0.204,0.003,12.66,0.051,0.035,20.768,0.183,29.861,111.211,0.001,0.038,0.0
2644,2644,2644,rum white variety 4,42.3,0.332,0.241,0.086,0.022,9.513,9.513,0.327,0.065,0.149,0.01,84.152,0.001,0.008,0.011,0.092,0.06,0.217,0.032,0.006,3.451,0.047,0.103,0.007,18.715,0.025,0.03,8.101,0.028,138.966,63.289,0.003,0.036,0.0
2645,2645,2645,cranberry juice unsweetened standard,38.1,0.237,0.098,0.052,0.037,6.752,5.807,2.24,0.083,6.489,0.009,91.446,0.001,0.016,0.011,0.02,0.067,0.083,0.131,0.128,14.631,0.083,0.026,0.005,60.735,0.012,0.623,5.056,0.027,27.853,22.182,0.0,0.171,1254.352
2646,2646,2646,rum white chopped,16.1,0.196,0.1,0.064,0.047,2.981,2.489,0.599,0.29,0.454,0.058,82.585,0.004,0.189,0.006,0.064,0.012,0.164,0.342,0.025,0.669,0.023,0.261,0.012,9.878,0.035,0.117,5.727,0.021,48.239,379.629,0.002,0.031,111.692
2647,2647,2647,carrot juice boiled,41.3,0.892,0.384,0.167,0.056,6.575,6.562,1.75,0.087,2.79,0.023,100.0,0.003,0.038,0.008,0.045,0.021,0.106,0.058,0.07,0.54,0.062,0.123,0.002,20.444,0.037,0.133,5.423,0.014,6.468,62.264,0.0,0.173,0.0
2648,2648,2648,wine white riesling seasoned,76.7,3.149,1.861,1.228,0.734,11.461,11.461,0.63,0.176,3.803,0.022,83.257,0.002,0.006,0.001,0.088,0.108,0.011,0.036,0.322,2.909,0.009,0.231,0.003,27.884,0.051,0.363,2.686,0.007,32.932,82.828,0.002,0.045,0.0
2649,2649,2649,brandy cognac sliced,16.4,0.127,0.069,0.032,0.01,3.419,2.168,0.39,0.052,8.791,0.019,89.001,0.012,0.046,0.006,0.069,0.069,0.025,0.087,0.006,0.184,0.003,0.13,0.002,5.307,0.015,0.445,4.687,0.026,17.352,44.009,0.002,0.075,182.717
2650,2650,2650,whiskey scotch prepared,13.5,0.291,0.15,0.079,0.032,2.578,2.315,0.146,0.046,3.522,0.013,97.144,0.0,0.025,0.005,0.043,0.025,0.029,0.044,0.03,1.639,0.005,0.053,0.007,18.98,0.028,0.047,7.458,0.211,19.919,87.61,0.001,0.274,0.0
2651,2651,2651,vodka plain whole grain,28.2,1.839,0.392,0.425,0.526,1.817,1.817,1.084,0.018,2.704,0.016,82.032,0.055,0.089,0.012,0.045,0.208,0.051,0.065,0.009,0.848,0.005,0.222,0.007,40.109,0.05,1.123,14.226,0.035,68.541,65.396,0.0,0.051,1095.274
2652,2652,2652,lemon juice fresh seasoned,40.1,1.118,0.686,0.283,0.178,7.097,5.514,0.424,0.51,0.739,0.022,86.254,0.002,0.009,0.003,0.015,0.007,0.067,0.103,0.068,4.927,0.002,0.825,0.005,25.541,0.048,0.176,17.472,0.049,9.028,57.006,0.001,0.046,0.0
2653,2653,2653,pineapple juice fresh low sodium,53.0,0.303,0.11,0.053,0.067,12.551,7.681,0.017,0.1,2.234,0.034,95.352,0.009,0.066,0.003,0.066,0.14,0.369,0.012,0.022,1.026,0.014,0.027,0.0,14.56,0.014,0.08,2.245,0.099,87.729,54.409,0.0,0.084,0.0
2654,2654,2654,ginger tea marinated,107.0,0.204,0.056,0.069,0.021,25.902,23.597,0.395,0.858,8.695,0.01,93.609,0.002,0.076,0.009,0.019,0.017,0.127,0.07,0.025,2.027,0.021,0.042,0.001,12.021,0.034,0.036,2.254,0.036,17.201,91.319,0.004,0.13,0.0
2655,2655,2655,mezcal raw,4.0,0.035,0.015,0.004,0.005,0.55,0.388,0.376,0.054,0.867,0.033,99.592,0.008,0.036,0.001,0.009,0.021,0.076,0.063,0.095,7.622,0.064,0.059,0.002,1.717,0.02,0.099,3.573,0.04,10.765,76.895,0.0,0.017,5394.34
2656,2656,2656,green tea brewed dried,22.4,0.656,0.243,0.146,0.136,3.731,2.522,0.39,0.079,0.431,0.021,90.564,0.003,0.006,0.004,0.174,0.125,0.046,0.055,0.026,1.293,0.001,0.024,0.001,16.21,0.008,0.076,17.251,0.185,27.929,78.827,0.001,0.138,0.0
2657,2657,2657,macchiato herbed,21.6,0.225,0.137,0.053,0.021,3.975,3.661,0.922,0.031,0.79,0.024,93.412,0.006,0.011,0.017,0.094,0.089,0.05,0.088,0.006,0.991,0.003,0.008,0.0,3.373,0.271,0.044,11.016,0.126,4.644,69.841,0.001,0.124,0.0
2658,2658,2658,black tea brewed plain,32.1,0.166,0.095,0.034,0.01,7.254,6.558,0.386,0.331,1.171,0.009,90.539,0.003,0.024,0.008,0.011,0.008,0.02,0.154,0.04,2.149,0.033,0.454,0.001,13.219,0.006,0.486,30.087,0.076,37.058,47.683,0.005,0.026,0.0
2659,2659,2659,grape juice purple deluxe,24.9,0.407,0.085,0.097,0.052,4.77,3.973,0.547,0.09,0.747,0.009,69.368,0.006,0.003,0.002,0.006,0.074,0.045,0.183,0.009,1.358,0.003,0.049,0.002,22.387,0.004,0.037,8.306,0.187,12.204,131.782,0.0,0.028,0.0
2660,2660,2660,wine white riesling premium,41.2,0.504,0.205,0.093,0.14,8.757,7.084,0.403,0.075,2.488,0.023,89.535,0.001,0.028,0.0,0.004,0.022,0.392,0.056,0.002,2.226,0.072,0.101,0.003,33.039,0.054,0.243,7.42,0.119,5.271,137.02,0.001,0.076,0.0
2661,2661,2661,smoothie berry blend spiced,14.3,0.213,0.121,0.037,0.066,2.821,1.481,0.283,0.207,0.707,0.016,90.082,0.01,0.046,0.004,0.575,0.042,0.183,0.021,0.056,7.819,0.025,0.055,0.001,18.898,0.04,1.846,21.612,0.066,3.484,134.015,0.001,0.049,3582.366
2662,2662,2662,protein shake vanilla premium,19.3,0.605,0.353,0.147,0.069,3.272,3.2,0.201,0.184,0.437,0.028,90.413,0.004,0.039,0.022,0.104,0.052,0.027,0.016,0.01,0.361,0.005,0.12,0.001,35.439,0.022,0.31,1.47,0.023,22.726,56.892,0.002,0.014,0.0
2663,2663,2663,chai tea latte frozen,43.0,0.533,0.233,0.09,0.104,8.968,8.062,0.576,0.03,8.291,0.006,82.391,0.013,0.016,0.014,0.013,0.059,0.139,0.054,0.01,19.637,0.008,0.089,0.0,17.819,0.114,0.045,13.585,0.078,20.329,57.715,0.0,0.141,21.849
2664,2664,2664,white grape juice sweetened,66.0,0.833,0.524,0.191,0.194,14.42,12.69,0.207,0.065,5.536,0.006,97.77,0.002,0.015,0.005,0.023,0.053,0.061,0.003,0.017,5.929,0.009,0.102,0.004,7.685,0.003,0.08,25.149,0.02,7.213,175.33,0.0,0.016,0.0
2665,2665,2665,peppermint tea regular,26.2,0.437,0.238,0.185,0.073,5.412,3.696,0.147,0.08,4.696,0.001,78.131,0.001,0.007,0.001,0.066,0.07,0.331,0.14,0.014,0.301,0.129,0.028,0.002,66.455,0.011,0.023,5.305,0.032,7.393,128.166,0.003,0.053,0.0
2666,2666,2666,celery juice premium,49.7,0.229,0.175,0.024,0.026,11.03,11.03,0.884,0.947,2.717,0.014,82.303,0.003,0.023,0.003,0.023,0.123,0.088,0.01,0.084,2.901,0.009,0.139,0.001,13.563,0.009,0.925,18.911,0.123,19.918,312.132,0.002,0.025,0.0
2667,2667,2667,grape juice purple sliced,23.1,0.26,0.179,0.077,0.06,5.1,4.906,0.095,0.135,2.842,0.011,84.248,0.006,0.028,0.009,0.02,0.008,0.065,0.111,0.04,1.045,0.018,0.081,0.005,22.808,0.007,0.028,7.94,0.031,13.584,126.462,0.003,0.015,0.0
2668,2668,2668,pomegranate juice herbed,39.6,0.505,0.258,0.118,0.093,7.498,6.516,1.272,0.116,0.55,0.018,94.183,0.0,0.004,0.001,0.213,0.002,0.082,0.235,0.028,1.872,0.002,0.025,0.003,13.065,0.09,0.066,26.361,0.049,36.533,55.49,0.008,0.1,0.0
2669,2669,2669,meal replacement shake variety 3,21.8,0.147,0.092,0.051,0.031,3.12,1.916,1.993,0.172,5.297,0.023,77.352,0.005,0.061,0.001,0.156,0.027,0.589,0.074,0.053,15.621,0.001,0.053,0.007,14.229,0.04,0.151,3.253,0.017,6.858,125.564,0.001,0.082,2620.198
2670,2670,2670,smoothie green spinach banana herbed,20.6,0.234,0.121,0.045,0.028,3.939,2.958,0.681,0.058,2.075,0.017,94.936,0.002,0.063,0.003,0.235,0.011,0.106,0.018,0.03,0.308,0.009,0.27,0.0,37.57,0.007,0.044,11.471,0.242,57.168,239.898,0.001,0.157,0.0
2671,2671,2671,cappuccino grilled,8.6,0.061,0.035,0.011,0.013,1.907,1.907,0.106,0.06,1.859,0.019,96.804,0.015,0.021,0.008,0.038,0.025,0.239,0.017,0.004,0.83,0.022,0.37,0.0,8.751,0.011,0.219,3.286,0.007,20.706,60.011,0.001,0.047,0.0
2672,2672,2672,grape juice purple cooked,18.9,0.531,0.199,0.155,0.042,3.023,1.968,0.498,0.125,0.888,0.038,87.622,0.002,0.007,0.001,0.055,0.017,0.397,0.014,0.014,0.665,0.002,0.024,0.001,16.784,0.092,0.032,35.541,0.089,19.111,43.62,0.011,0.01,0.0
2673,2673,2673,hot apple cider serving size large,91.6,0.185,0.146,0.045,0.007,20.234,18.878,2.244,0.085,0.93,0.012,100.0,0.037,0.063,0.003,0.209,0.15,0.021,0.064,0.006,2.886,0.024,0.071,0.002,30.475,0.008,0.056,15.134,0.152,15.338,32.814,0.001,0.147,0.0
2674,2674,2674,coffee with cream whole,35.9,0.654,0.423,0.142,0.061,6.551,4.632,0.943,0.06,1.456,0.028,86.42,0.005,0.048,0.005,0.055,0.018,0.114,0.011,0.013,0.584,0.154,0.051,0.003,45.859,0.018,0.144,3.858,0.033,92.119,54.566,0.0,0.027,0.0
2675,2675,2675,kombucha original salted,27.1,0.163,0.089,0.066,0.036,4.358,3.316,2.061,0.035,2.579,0.017,82.66,0.001,0.034,0.002,0.176,0.012,0.084,0.033,0.02,4.619,0.027,0.066,0.001,10.704,0.026,0.031,2.171,0.063,11.66,170.854,0.002,0.032,867.244
2676,2676,2676,turmeric latte golden milk herbed,87.4,2.044,1.38,0.948,0.423,17.189,16.759,0.069,0.157,3.998,0.017,84.577,0.011,0.005,0.0,0.123,0.029,0.157,0.011,0.017,0.529,0.069,0.084,0.001,86.426,0.009,0.11,15.656,0.03,54.112,37.36,0.001,0.008,0.0
2677,2677,2677,lime juice fresh reduced fat,32.4,0.563,0.327,0.267,0.071,6.137,3.768,0.707,0.175,0.824,0.006,85.551,0.002,0.017,0.015,0.065,0.005,0.121,0.032,0.021,5.9,0.005,0.06,0.002,13.012,0.053,0.082,16.668,0.06,27.007,93.349,0.001,0.099,82.375
2678,2678,2678,tomato juice low sodium light,22.8,0.397,0.244,0.15,0.015,4.659,3.462,0.155,0.116,0.318,0.031,96.148,0.005,0.019,0.001,0.014,0.011,0.209,0.276,0.019,0.385,0.006,0.037,0.001,6.64,0.03,0.043,5.088,0.032,17.204,77.448,0.005,0.063,0.0
2679,2679,2679,sports drink gatorade regular,52.0,2.159,1.846,0.475,0.227,7.447,4.222,0.683,0.054,1.736,0.003,87.854,0.003,0.022,0.002,0.107,0.024,0.077,0.014,0.03,0.114,0.001,0.453,0.005,32.451,0.01,0.32,3.388,0.025,24.426,115.654,0.0,0.087,0.0
2680,2680,2680,masala chai smoked,39.4,2.437,0.707,0.536,0.156,3.041,1.907,1.325,0.096,0.392,0.015,86.468,0.006,0.013,0.02,0.037,0.025,0.014,0.01,0.025,7.541,0.043,0.162,0.0,6.873,0.018,0.093,13.61,0.024,24.616,151.359,0.0,0.042,577.306
2681,2681,2681,wine rose plain,17.1,1.118,0.544,0.038,0.21,1.648,1.536,0.112,0.657,2.28,0.051,97.872,0.002,0.016,0.002,0.124,0.049,0.363,0.057,0.011,2.996,0.013,0.254,0.001,15.314,0.016,0.436,17.793,0.041,78.88,58.03,0.0,0.094,704.393
2682,2682,2682,wheat beer low sodium,41.2,0.468,0.328,0.106,0.11,8.396,5.793,0.848,0.149,0.488,0.005,93.967,0.001,0.007,0.012,0.079,0.032,0.162,0.05,0.008,5.556,0.056,0.297,0.002,4.811,0.012,0.035,4.442,0.082,3.405,39.748,0.001,0.026,0.0
2683,2683,2683,sparkling water plain low sodium,223.7,2.139,1.061,0.541,0.571,50.0,45.05,1.11,0.242,4.327,0.026,91.117,0.026,0.01,0.001,0.051,0.14,0.022,0.575,0.028,1.197,0.005,0.326,0.01,27.736,0.015,0.149,40.091,0.201,17.839,21.035,0.003,0.024,0.0
2684,2684,2684,whiskey scotch plain,21.1,0.401,0.159,0.146,0.047,4.02,3.626,0.353,0.236,2.712,0.028,94.858,0.0,0.013,0.007,0.071,0.023,0.059,0.03,0.026,4.741,0.001,0.299,0.001,10.887,0.026,0.603,19.609,0.079,33.326,124.198,0.0,0.026,372.747
2685,2685,2685,celery juice multigrain,11.9,0.446,0.294,0.054,0.055,1.72,1.123,0.262,0.055,0.923,0.013,94.493,0.031,0.016,0.011,0.106,0.049,0.096,0.156,0.008,0.456,0.005,0.127,0.001,20.181,0.011,0.173,24.173,0.021,5.666,35.674,0.001,0.066,146.931
2686,2686,2686,cold brew coffee variety 1,66.0,0.733,0.358,0.183,0.155,14.043,13.397,0.8,0.07,0.754,0.029,88.129,0.001,0.034,0.006,0.133,0.053,0.058,0.017,0.017,0.016,0.214,0.177,0.0,100.408,0.061,0.02,9.335,0.026,3.792,122.688,0.002,0.03,0.0
2687,2687,2687,slim fast shake reduced fat,102.4,1.28,0.883,0.225,0.072,22.458,21.807,0.266,0.113,0.38,0.021,98.14,0.002,0.008,0.003,0.021,0.029,0.179,0.004,0.005,1.489,0.156,0.123,0.003,34.847,0.047,0.053,5.046,0.027,8.545,100.66,0.002,0.023,0.0
2688,2688,2688,apple cider vinegar diluted with olive oil,61.3,4.041,1.924,0.529,1.018,6.148,5.595,0.084,0.094,1.231,0.01,90.129,0.002,0.03,0.005,0.011,0.019,0.16,0.016,0.006,0.44,0.025,0.037,0.002,6.108,0.008,0.122,6.948,0.027,41.526,196.971,0.001,0.083,0.0
2689,2689,2689,mezcal frozen,31.9,0.242,0.155,0.052,0.025,7.217,5.24,0.223,0.088,0.494,0.019,88.467,0.037,0.018,0.005,0.227,0.012,0.103,0.029,0.029,0.524,0.006,0.608,0.003,200.0,0.027,0.067,4.022,0.028,9.099,123.868,0.001,0.032,0.0
2690,2690,2690,young coconut water reduced fat,8.4,0.204,0.077,0.048,0.032,1.319,0.989,0.329,0.112,1.022,0.006,78.364,0.002,0.058,0.01,0.033,0.091,0.282,0.605,0.04,19.266,0.008,0.128,0.001,9.772,0.082,0.114,5.037,0.029,20.495,20.008,0.0,0.025,4958.543
2691,2691,2691,coffee with milk low sodium,20.7,0.383,0.17,0.095,0.089,3.914,2.599,0.402,0.772,1.251,0.006,92.752,0.003,0.014,0.002,0.007,0.024,0.062,0.051,0.019,4.875,0.022,0.104,0.001,9.653,0.03,0.039,10.319,0.054,18.419,81.044,0.001,0.047,485.229
2692,2692,2692,white grape juice standard,32.0,0.553,0.189,0.039,0.117,5.525,3.387,1.228,0.078,2.017,0.006,85.979,0.034,0.011,0.013,0.121,0.024,0.205,0.039,0.03,4.268,0.007,0.16,0.019,61.377,0.036,0.335,1.687,0.066,52.43,54.626,0.0,0.024,590.505
2693,2693,2693,energy drink monster with garlic,73.6,1.029,0.296,0.192,0.136,15.505,11.768,0.574,0.136,0.928,0.006,85.888,0.001,0.076,0.001,0.021,0.052,0.048,0.01,0.006,1.12,0.009,0.149,0.0,3.623,0.01,0.079,26.697,0.025,17.464,368.824,0.0,0.017,0.0
2694,2694,2694,mezcal variety 1,19.4,0.205,0.087,0.074,0.022,3.743,3.167,0.646,0.185,2.179,0.024,96.576,0.006,0.03,0.001,0.014,0.019,0.054,0.051,0.041,1.511,0.026,0.035,0.002,7.427,0.005,0.108,12.934,0.015,4.716,65.22,0.005,0.166,0.0
2695,2695,2695,coffee black brewed extra,20.4,0.287,0.093,0.066,0.057,3.184,2.117,1.281,1.019,3.068,0.019,79.775,0.006,0.066,0.018,0.004,0.032,0.235,0.028,0.038,3.586,0.005,0.121,0.001,10.044,0.05,0.152,13.394,0.036,21.041,59.027,0.001,0.208,1484.976
2696,2696,2696,wine port fortified instant,106.0,0.385,0.162,0.099,0.132,25.094,14.253,0.529,0.094,2.173,0.009,78.946,0.027,0.04,0.003,0.043,0.007,0.154,0.037,0.006,3.09,0.033,0.024,0.001,12.818,0.011,0.041,13.186,0.174,72.807,50.055,0.001,0.042,0.0
2697,2697,2697,sparkling water plain variety 4,32.1,1.856,0.999,0.367,0.438,3.724,3.255,0.125,0.026,8.34,0.012,91.981,0.005,0.015,0.082,0.23,0.011,0.072,0.142,0.004,3.433,0.003,0.038,0.004,20.074,0.002,0.102,4.284,0.047,10.026,141.585,0.002,0.101,0.0
2698,2698,2698,smoothie green spinach banana whole grain,160.3,0.154,0.067,0.054,0.009,39.07,35.163,0.663,0.426,7.019,0.01,83.67,0.002,0.004,0.0,0.959,0.055,0.058,0.021,0.029,2.52,0.012,0.03,0.1,11.945,0.014,0.035,10.526,0.052,20.22,140.606,0.001,0.154,0.0
2699,2699,2699,caramel macchiato boiled,77.0,4.189,2.547,1.755,0.289,9.247,8.498,0.586,0.021,1.734,0.013,82.404,0.0,0.009,0.001,0.111,0.007,0.124,0.089,0.009,16.869,0.012,0.175,0.001,15.193,0.005,0.213,16.619,0.058,10.166,110.114,0.001,0.083,0.0
2700,2700,2700,wine white riesling prepared,33.2,0.706,0.239,0.1,0.112,4.796,4.048,1.92,0.166,3.986,0.077,72.898,0.016,0.005,0.007,0.013,0.035,0.19,0.033,0.043,2.166,0.001,0.107,0.001,7.187,0.036,0.112,3.012,0.074,96.538,67.018,0.0,0.042,411.414
2701,2701,2701,cider hard apple quick cook,19.1,0.316,0.135,0.086,0.025,3.96,2.582,0.1,0.048,3.452,0.005,79.018,0.066,0.006,0.004,0.03,0.086,0.033,0.06,0.035,2.388,0.003,0.703,0.001,17.44,0.127,0.046,7.786,0.025,12.101,59.419,0.0,0.121,0.0
2702,2702,2702,gin botanical quick cook,28.6,1.297,0.813,0.485,0.231,4.11,2.478,0.123,0.124,1.427,0.035,81.314,0.001,0.039,0.007,0.274,0.119,0.073,0.012,0.037,26.667,0.119,0.022,0.0,8.935,0.011,0.406,9.003,0.041,102.96,156.068,0.002,0.145,1547.301
2703,2703,2703,ensure original plain,40.6,0.855,0.478,0.142,0.184,7.893,5.533,0.325,0.107,2.107,0.018,86.892,0.007,0.064,0.001,0.032,0.054,0.16,0.104,0.024,5.939,0.034,0.083,0.004,10.783,0.02,0.094,8.245,0.073,18.192,145.692,0.0,0.081,0.0
2704,2704,2704,beet juice processed,52.4,0.503,0.281,0.133,0.105,10.898,8.304,1.058,0.06,1.971,0.017,80.257,0.002,0.009,0.007,0.14,0.01,0.025,0.015,0.06,1.399,0.014,0.291,0.001,1.816,0.046,0.077,4.933,0.125,3.083,124.62,0.001,0.033,0.0
2705,2705,2705,green tea brewed high protein,12.7,0.622,0.299,0.109,0.025,1.408,0.955,0.376,0.072,1.274,0.011,81.572,0.001,0.018,0.021,0.556,0.103,0.01,0.105,0.013,0.613,0.011,0.055,0.007,13.081,0.006,0.161,8.143,0.034,23.667,148.61,0.004,0.032,334.683
2706,2706,2706,barley grass shot low sodium,39.4,0.626,0.418,0.125,0.103,8.154,6.45,0.278,0.176,0.597,0.012,92.957,0.024,0.039,0.002,0.116,0.012,1.626,0.12,0.013,1.367,0.006,0.503,0.001,31.103,0.024,0.086,8.231,0.16,148.533,76.85,0.002,0.052,0.0
2707,2707,2707,latte whole milk roasted,89.9,2.288,1.023,0.453,0.149,16.613,15.002,0.703,0.027,2.709,0.01,87.241,0.004,0.132,0.002,0.356,0.064,0.398,0.032,0.029,0.993,0.102,0.097,0.0,24.551,0.009,0.083,69.998,0.016,17.843,66.368,0.0,0.165,0.0
2708,2708,2708,cranberry juice cocktail dried,17.1,0.678,0.47,0.192,0.149,1.297,1.126,1.446,0.075,2.232,0.007,76.174,0.083,0.065,0.003,0.054,0.018,0.046,0.051,0.018,2.027,0.008,0.138,0.001,7.799,0.02,0.131,4.175,0.019,19.876,29.749,0.001,0.012,1217.422
2709,2709,2709,coconut water natural enriched,52.9,0.365,0.162,0.101,0.059,12.299,9.642,0.1,0.11,0.555,0.007,91.565,0.001,0.048,0.003,0.048,0.029,0.113,0.038,0.014,0.364,0.133,0.293,0.004,3.606,0.049,0.067,2.57,0.055,28.073,35.589,0.0,0.139,0.0
2710,2710,2710,water kefir dried,18.2,0.361,0.289,0.152,0.062,2.87,2.351,0.856,0.122,2.692,0.004,83.91,0.019,0.018,0.006,0.065,0.033,0.435,0.095,0.023,1.217,0.212,0.356,0.001,4.674,0.046,0.065,10.114,0.008,36.295,23.806,0.003,0.083,156.589
2711,2711,2711,cider dry hard pureed,30.7,1.248,0.956,0.182,0.366,4.606,3.491,0.273,0.249,0.7,0.153,86.819,0.014,0.051,0.002,0.016,0.029,0.048,0.056,0.023,0.542,0.002,0.367,0.009,14.505,0.004,0.111,2.769,0.031,11.553,174.312,0.001,0.005,0.0
2712,2712,2712,pomegranate juice ready to eat,38.7,2.103,0.98,0.576,0.423,3.22,1.455,1.728,0.633,3.486,0.045,85.206,0.003,0.018,0.003,0.096,0.049,0.072,0.008,0.085,11.562,0.036,0.038,0.0,20.687,0.032,0.252,3.971,0.198,30.533,135.643,0.004,0.072,1253.048
2713,2713,2713,kombucha original classic,33.8,0.565,0.377,0.088,0.095,6.596,4.907,0.585,0.053,8.926,0.013,100.0,0.01,0.027,0.002,0.284,0.01,0.09,0.053,0.004,6.686,0.005,0.168,0.007,11.647,0.011,0.305,17.845,0.047,43.366,19.004,0.001,0.143,0.0
2714,2714,2714,aloe vera drink fresh,203.0,0.25,0.167,0.059,0.048,50.0,39.45,0.186,0.024,6.905,0.013,92.699,0.002,0.034,0.006,0.563,0.018,0.296,0.056,0.014,3.302,0.205,0.188,0.01,20.102,0.045,0.037,10.148,0.053,55.116,88.832,0.001,0.173,0.0
2715,2715,2715,guava juice raw,25.8,1.084,0.606,0.266,0.132,3.117,1.758,0.9,0.056,19.463,0.03,94.696,0.002,0.009,0.0,0.012,0.034,1.184,0.094,0.018,1.706,0.005,0.189,0.003,25.837,0.036,0.043,1.323,0.074,10.691,75.154,0.001,0.027,233.138
2716,2716,2716,americano variety 2,20.7,0.116,0.065,0.038,0.031,4.538,3.131,0.384,0.041,1.411,0.022,89.425,0.002,0.03,0.006,0.098,0.022,0.25,0.024,0.005,0.514,0.016,0.165,0.002,12.859,0.005,0.072,22.754,0.073,5.543,44.991,0.002,0.12,0.0
2717,2717,2717,beer ipa with salt,33.8,0.103,0.051,0.022,0.008,7.418,4.785,0.797,0.027,0.69,0.023,94.768,0.001,0.025,0.002,0.151,0.097,0.433,0.093,0.039,0.443,0.013,0.05,0.001,3.815,0.01,0.149,8.784,0.022,5.229,101.309,0.001,0.047,0.0
2718,2718,2718,cappuccino high protein,54.0,0.998,0.338,0.303,0.198,9.12,8.463,2.13,0.512,0.763,0.025,87.476,0.006,0.006,0.003,0.028,0.052,0.18,0.039,0.163,7.657,0.002,0.315,0.003,11.539,0.052,0.056,8.616,0.007,8.71,37.442,0.001,0.013,75.91
2719,2719,2719,barley grass shot light,63.9,1.362,0.79,0.455,0.181,10.198,10.198,2.721,0.218,7.815,0.005,93.431,0.021,0.039,0.002,0.078,0.023,0.089,0.061,0.068,3.349,0.003,0.186,0.0,9.435,0.024,0.324,30.269,0.067,66.341,113.33,0.0,0.108,0.0
2720,2720,2720,whiskey bourbon roasted,55.7,0.139,0.087,0.033,0.012,11.567,11.44,2.048,0.052,2.781,0.013,88.592,0.031,0.015,0.001,0.018,0.04,0.099,0.061,0.01,29.895,0.009,0.108,0.002,6.836,0.06,0.054,29.392,0.027,27.46,152.49,0.002,0.023,457.323
2721,2721,2721,hot apple cider classic,18.0,0.57,0.215,0.153,0.107,2.651,1.834,0.575,0.128,0.436,0.059,100.0,0.001,0.143,0.001,0.012,0.024,0.16,0.028,0.005,4.12,0.005,0.194,0.001,10.356,0.013,0.079,16.364,0.046,187.518,306.413,0.001,0.007,481.138
2722,2722,2722,pomegranate juice with herbs,32.9,0.261,0.232,0.07,0.042,7.527,5.638,0.107,0.05,0.192,0.021,91.647,0.016,0.002,0.002,0.059,0.04,0.028,0.229,0.098,1.214,0.045,0.072,0.002,34.942,0.023,0.041,3.123,0.025,43.055,120.814,0.003,0.059,0.0
2723,2723,2723,kombucha ginger herbed,53.2,0.206,0.116,0.046,0.022,10.215,5.067,2.63,0.025,2.371,0.086,80.3,0.004,0.066,0.002,0.39,0.114,0.108,0.146,0.032,2.988,0.004,0.047,0.001,5.35,0.016,0.031,5.182,0.12,8.14,68.366,0.003,0.092,339.737
2724,2724,2724,barley grass shot seasoned,42.2,0.37,0.254,0.059,0.034,9.362,6.441,0.366,0.229,7.325,0.01,91.765,0.012,0.048,0.0,0.316,0.267,0.162,0.02,0.009,8.671,0.005,0.722,0.018,44.681,0.123,0.051,8.011,0.064,21.117,263.437,0.0,0.013,0.0
